"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,0,0,0,1,0,1,1,0,0
"2",4,1,0,1,0,0,0,1,0,0,1
"3",3,1,0,1,0,0,0,0,0,1,0
"4",6,0,1,0,1,1,1,1,0,1,0
"5",6,1,1,1,0,1,1,0,0,0,1
"6",8,1,1,1,1,0,1,1,1,0,1
"7",7,1,1,1,0,1,1,1,1,0,0
"8",9,1,1,1,1,1,1,0,1,1,1
"9",8,1,0,1,1,1,1,0,1,1,1
"10",4,0,0,1,0,0,0,1,0,1,1
"11",3,0,0,1,1,0,0,0,0,1,0
"12",5,0,1,1,0,0,1,0,1,0,1
"13",6,0,0,1,1,0,1,1,0,1,1
"14",6,1,0,1,1,0,0,1,1,1,0
"15",7,0,1,1,1,1,1,0,0,1,1
"16",7,1,0,1,0,1,1,1,0,1,1
"17",6,0,1,1,0,0,1,1,1,0,1
"18",3,0,0,1,0,0,1,1,0,0,0
"19",7,1,0,1,1,0,0,1,1,1,1
"20",4,0,0,1,0,0,1,1,0,0,1
"21",4,1,0,0,1,1,0,0,0,1,0
"22",6,1,0,1,0,1,0,1,1,0,1
"23",4,0,0,0,1,0,0,1,1,1,0
"24",6,1,1,0,0,1,0,1,0,1,1
"25",4,0,0,1,1,1,0,0,1,0,0
"26",6,1,0,0,1,0,0,1,1,1,1
"27",4,0,1,0,1,0,1,0,0,1,0
"28",5,1,1,0,0,1,1,0,0,1,0
"29",8,0,1,0,1,1,1,1,1,1,1
"30",5,1,1,1,0,1,0,1,0,0,0
"31",3,1,0,1,1,0,0,0,0,0,0
"32",2,1,0,1,0,0,0,0,0,0,0
"33",6,1,1,0,1,1,1,0,0,0,1
"34",6,1,1,1,1,0,0,0,1,1,0
"35",5,0,0,0,0,1,1,1,0,1,1
"36",7,1,0,1,1,1,1,0,1,0,1
"37",1,0,1,0,0,0,0,0,0,0,0
"38",4,1,0,1,1,0,1,0,0,0,0
"39",6,1,1,1,1,1,0,0,0,0,1
"40",2,1,0,1,0,0,0,0,0,0,0
"41",2,0,0,0,1,0,1,0,0,0,0
"42",3,0,0,0,0,0,1,1,1,0,0
"43",8,1,1,1,1,1,0,1,1,0,1
"44",4,1,0,0,0,0,1,1,0,1,0
"45",7,1,1,1,0,0,1,0,1,1,1
"46",3,1,1,0,0,0,0,0,0,0,1
"47",5,1,1,1,0,0,0,0,0,1,1
"48",3,0,0,1,0,0,0,1,1,0,0
"49",3,0,1,0,0,0,1,0,1,0,0
"50",4,1,1,0,0,1,0,0,1,0,0
