"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,0,1,0,0,0,1,1,0,0,1
"2",3,0,0,1,1,1,0,0,0,0,0
"3",5,0,1,0,0,1,1,1,1,0,0
"4",6,1,0,1,0,0,1,1,1,1,0
"5",7,1,1,0,1,1,1,0,1,1,0
"6",3,1,1,0,0,0,0,1,0,0,0
"7",4,1,0,0,0,0,1,0,0,1,1
"8",5,0,1,0,0,1,1,1,1,0,0
"9",4,0,0,1,0,0,1,0,1,1,0
"10",6,0,0,1,1,1,0,1,1,1,0
"11",5,1,1,1,0,0,0,1,0,0,1
"12",6,1,0,1,0,0,1,1,1,1,0
"13",4,1,0,0,1,0,0,1,0,0,1
"14",6,1,1,1,1,0,0,1,0,1,0
"15",7,0,1,1,1,1,1,1,0,1,0
"16",5,1,0,1,1,0,0,1,1,0,0
"17",6,1,1,0,1,0,1,0,0,1,1
"18",7,0,1,1,1,1,0,1,1,1,0
"19",6,1,1,1,1,0,1,0,0,0,1
"20",8,1,1,1,1,1,1,1,0,0,1
"21",4,1,0,0,0,0,1,0,1,0,1
"22",8,1,0,1,1,1,0,1,1,1,1
"23",7,0,1,1,1,1,1,0,1,0,1
"24",2,1,1,0,0,0,0,0,0,0,0
"25",5,1,1,1,0,1,0,0,1,0,0
"26",6,0,1,0,1,1,0,1,1,1,0
"27",6,1,1,1,0,0,1,1,0,1,0
"28",5,0,1,0,1,0,1,1,1,0,0
"29",5,1,0,1,1,0,0,0,0,1,1
"30",6,0,1,0,1,0,1,1,1,1,0
"31",2,0,0,0,1,1,0,0,0,0,0
"32",6,1,1,0,1,1,1,0,0,1,0
"33",5,1,0,1,0,0,0,1,1,0,1
"34",3,0,1,0,0,0,1,0,1,0,0
"35",4,0,0,1,1,0,0,0,0,1,1
"36",8,1,1,1,1,1,0,1,1,1,0
"37",6,1,1,1,0,1,1,0,0,0,1
"38",5,0,1,1,1,1,0,0,1,0,0
"39",8,1,1,0,1,0,1,1,1,1,1
"40",2,0,0,0,0,0,0,1,0,1,0
"41",4,0,0,0,0,0,1,1,1,0,1
"42",7,1,1,1,0,1,1,0,1,0,1
"43",7,1,1,1,1,0,0,1,1,0,1
"44",5,0,1,1,0,0,0,1,1,1,0
"45",3,0,0,0,1,0,0,0,1,1,0
"46",4,0,1,0,1,0,0,0,1,1,0
"47",4,0,0,0,1,0,0,0,1,1,1
"48",6,0,0,0,1,0,1,1,1,1,1
"49",8,1,1,1,1,0,1,0,1,1,1
"50",6,1,1,0,0,0,1,1,1,0,1
