"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,1,0
"2",3,1,1,0,1,0
"3",0,0,0,0,0,0
"4",2,0,0,1,1,0
"5",3,0,1,1,0,1
"6",3,1,0,1,0,1
"7",3,1,1,0,0,1
"8",4,0,1,1,1,1
"9",1,0,0,0,0,1
"10",2,1,0,0,1,0
"11",3,1,1,0,0,1
"12",2,1,1,0,0,0
"13",3,0,1,0,1,1
"14",1,0,1,0,0,0
"15",2,1,1,0,0,0
"16",4,1,1,1,0,1
"17",4,1,1,1,0,1
"18",3,1,1,1,0,0
"19",2,0,0,1,0,1
"20",2,0,0,1,0,1
"21",1,0,0,1,0,0
"22",2,0,1,0,0,1
"23",2,1,0,1,0,0
"24",3,1,0,0,1,1
"25",3,1,1,1,0,0
"26",2,1,0,0,0,1
"27",1,0,1,0,0,0
"28",2,1,0,0,0,1
"29",2,0,1,0,1,0
"30",5,1,1,1,1,1
"31",3,1,0,1,1,0
"32",4,1,0,1,1,1
"33",2,0,0,0,1,1
"34",1,0,0,0,0,1
"35",2,1,0,1,0,0
"36",3,0,0,1,1,1
"37",1,0,0,0,0,1
"38",3,0,1,0,1,1
"39",3,1,0,1,0,1
"40",3,1,0,0,1,1
"41",3,0,1,1,0,1
"42",2,0,1,1,0,0
"43",2,0,0,0,1,1
"44",2,0,1,1,0,0
"45",3,1,0,1,1,0
"46",3,1,1,0,1,0
"47",1,0,0,0,1,0
"48",3,0,0,1,1,1
"49",1,0,1,0,0,0
"50",4,1,1,0,1,1
