"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,0,1,1,1,1
"2",2,0,0,1,1,0
"3",2,1,0,0,1,0
"4",2,0,0,1,1,0
"5",2,0,1,0,1,0
"6",2,1,0,0,1,0
"7",2,0,1,0,1,0
"8",1,0,0,1,0,0
"9",3,1,0,0,1,1
"10",2,0,1,0,1,0
"11",5,1,1,1,1,1
"12",4,1,0,1,1,1
"13",1,0,0,0,0,1
"14",3,0,0,1,1,1
"15",3,0,1,1,1,0
"16",3,1,0,0,1,1
"17",2,1,0,0,1,0
"18",2,0,0,1,0,1
"19",5,1,1,1,1,1
"20",3,0,1,1,1,0
"21",0,0,0,0,0,0
"22",3,0,1,1,0,1
"23",3,0,1,0,1,1
"24",2,1,0,0,0,1
"25",3,0,1,1,1,0
"26",4,1,1,1,0,1
"27",4,1,1,1,0,1
"28",4,1,1,1,0,1
"29",1,0,0,0,1,0
"30",4,0,1,1,1,1
"31",2,0,1,1,0,0
"32",1,0,0,1,0,0
"33",3,1,1,0,0,1
"34",1,0,1,0,0,0
"35",2,0,1,0,0,1
"36",2,1,0,0,0,1
"37",3,0,0,1,1,1
"38",1,0,0,0,0,1
"39",4,1,0,1,1,1
"40",5,1,1,1,1,1
"41",3,1,1,0,0,1
"42",2,1,1,0,0,0
"43",5,1,1,1,1,1
"44",0,0,0,0,0,0
"45",1,0,1,0,0,0
"46",3,0,1,0,1,1
"47",5,1,1,1,1,1
"48",1,0,0,0,0,1
"49",1,1,0,0,0,0
"50",2,1,0,0,0,1
