"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,1,0,0
"2",3,1,0,0,1,1
"3",3,1,1,0,0,1
"4",3,0,1,1,1,0
"5",2,1,1,0,0,0
"6",4,1,1,1,0,1
"7",3,0,1,1,1,0
"8",1,0,0,0,1,0
"9",4,0,1,1,1,1
"10",1,0,0,1,0,0
"11",3,1,1,0,1,0
"12",2,1,1,0,0,0
"13",1,0,0,1,0,0
"14",3,1,1,1,0,0
"15",2,0,1,1,0,0
"16",1,0,0,0,1,0
"17",1,0,0,1,0,0
"18",3,1,1,0,1,0
"19",4,1,1,0,1,1
"20",2,0,1,0,0,1
"21",3,1,0,0,1,1
"22",2,1,0,1,0,0
"23",0,0,0,0,0,0
"24",1,0,0,1,0,0
"25",3,0,1,0,1,1
"26",3,1,1,0,0,1
"27",3,0,1,1,0,1
"28",2,0,0,0,1,1
"29",2,0,0,1,1,0
"30",1,0,1,0,0,0
"31",1,0,1,0,0,0
"32",3,1,1,1,0,0
"33",1,0,0,0,1,0
"34",2,1,0,1,0,0
"35",3,1,1,1,0,0
"36",3,1,1,0,1,0
"37",3,0,1,1,1,0
"38",2,0,0,0,1,1
"39",4,1,1,1,1,0
"40",4,1,1,1,0,1
"41",2,0,1,1,0,0
"42",1,0,1,0,0,0
"43",3,0,1,0,1,1
"44",3,0,1,1,1,0
"45",1,0,0,0,1,0
"46",1,0,1,0,0,0
"47",3,1,1,1,0,0
"48",3,0,1,1,0,1
"49",0,0,0,0,0,0
"50",2,0,1,0,0,1
