"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,1,0,1,0,0,0,0,1,0,1
"2",4,0,1,0,1,0,1,0,0,1,0
"3",4,0,1,1,0,0,0,0,0,1,1
"4",4,0,1,1,0,0,0,1,0,1,0
"5",3,0,0,0,1,0,0,0,1,0,1
"6",4,0,1,0,1,1,1,0,0,0,0
"7",6,1,0,0,1,1,1,0,0,1,1
"8",6,1,1,1,1,1,0,0,0,0,1
"9",4,0,0,1,1,1,0,0,1,0,0
"10",3,0,0,0,1,0,1,0,1,0,0
"11",5,1,1,0,0,0,1,0,0,1,1
"12",3,0,0,0,1,0,0,0,0,1,1
"13",3,0,0,0,0,0,0,1,1,0,1
"14",5,0,1,1,1,0,1,0,0,0,1
"15",3,0,0,0,1,0,1,0,0,1,0
"16",7,0,1,0,1,1,1,1,1,0,1
"17",5,1,1,0,0,1,0,0,1,0,1
"18",4,0,0,0,0,1,0,1,1,1,0
"19",6,0,1,1,0,1,1,0,1,1,0
"20",5,1,1,0,0,1,1,1,0,0,0
"21",5,0,0,1,1,0,1,0,0,1,1
"22",5,1,0,0,0,1,0,1,0,1,1
"23",5,0,1,0,0,0,0,1,1,1,1
"24",2,0,0,0,0,1,0,0,0,0,1
"25",5,0,1,1,0,0,0,1,1,1,0
"26",4,1,1,0,0,0,0,0,0,1,1
"27",3,1,1,0,0,0,0,0,0,0,1
"28",7,1,0,0,1,0,1,1,1,1,1
"29",5,1,0,1,1,1,0,0,0,0,1
"30",4,1,0,0,0,1,1,0,0,0,1
"31",4,0,0,1,0,0,0,0,1,1,1
"32",4,0,0,0,1,1,0,1,0,1,0
"33",8,1,0,1,1,1,1,1,0,1,1
"34",6,1,1,1,1,0,0,0,1,1,0
"35",5,1,1,0,1,0,1,0,0,1,0
"36",5,1,1,0,1,0,0,1,0,0,1
"37",7,1,0,1,0,0,1,1,1,1,1
"38",4,0,1,0,0,0,1,1,0,0,1
"39",7,1,0,1,1,1,1,1,0,0,1
"40",6,1,0,1,1,0,1,1,0,1,0
"41",2,1,0,0,0,0,0,0,0,1,0
"42",6,0,1,1,1,1,0,1,0,1,0
"43",4,0,1,0,0,1,0,1,0,1,0
"44",3,0,0,0,1,1,0,0,0,0,1
"45",6,1,0,1,1,0,0,0,1,1,1
"46",5,0,1,1,0,1,1,0,1,0,0
"47",7,1,1,1,0,1,0,1,1,0,1
"48",5,0,1,0,0,1,0,1,0,1,1
"49",3,1,0,0,0,0,0,1,0,0,1
"50",2,1,0,0,0,0,0,1,0,0,0
