"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,1,0,0,0,0
"2",4,0,1,1,1,1
"3",1,0,1,0,0,0
"4",2,0,0,1,0,1
"5",4,1,0,1,1,1
"6",4,1,1,1,1,0
"7",4,0,1,1,1,1
"8",2,0,1,1,0,0
"9",2,0,0,1,1,0
"10",1,0,0,0,1,0
"11",2,0,0,1,1,0
"12",4,0,1,1,1,1
"13",5,1,1,1,1,1
"14",3,0,1,1,1,0
"15",4,1,1,0,1,1
"16",1,0,0,0,0,1
"17",5,1,1,1,1,1
"18",3,1,1,0,1,0
"19",1,0,0,0,0,1
"20",3,0,1,1,0,1
"21",2,0,0,1,0,1
"22",4,1,1,1,1,0
"23",2,0,0,1,0,1
"24",2,0,0,1,1,0
"25",2,0,0,1,1,0
"26",3,0,0,1,1,1
"27",3,0,1,0,1,1
"28",3,1,1,1,0,0
"29",2,0,1,1,0,0
"30",2,1,0,0,1,0
"31",4,1,1,1,0,1
"32",1,0,1,0,0,0
"33",5,1,1,1,1,1
"34",2,0,0,1,1,0
"35",4,1,1,1,0,1
"36",4,1,0,1,1,1
"37",4,1,1,1,1,0
"38",2,0,0,0,1,1
"39",2,0,1,0,1,0
"40",3,1,1,0,1,0
"41",0,0,0,0,0,0
"42",2,0,0,0,1,1
"43",1,0,0,0,1,0
"44",2,1,1,0,0,0
"45",1,0,1,0,0,0
"46",4,1,1,0,1,1
"47",4,1,1,0,1,1
"48",3,1,1,0,0,1
"49",4,1,0,1,1,1
"50",3,1,1,0,0,1
