"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,1,1,0,1
"2",2,0,0,0,1,1
"3",3,0,1,1,1,0
"4",1,0,0,0,0,1
"5",3,0,1,1,1,0
"6",3,0,1,0,1,1
"7",3,1,0,1,1,0
"8",3,1,1,0,0,1
"9",1,0,0,0,0,1
"10",2,1,0,0,0,1
"11",2,0,1,0,0,1
"12",3,1,1,0,1,0
"13",2,1,0,1,0,0
"14",2,0,0,1,0,1
"15",3,0,1,1,1,0
"16",2,0,0,0,1,1
"17",2,1,1,0,0,0
"18",2,0,0,1,0,1
"19",2,0,1,1,0,0
"20",2,0,1,0,0,1
"21",3,1,0,1,0,1
"22",4,1,1,0,1,1
"23",2,1,1,0,0,0
"24",1,0,0,0,0,1
"25",2,1,0,1,0,0
"26",1,0,0,0,0,1
"27",3,1,0,1,1,0
"28",2,1,0,0,1,0
"29",1,0,0,0,1,0
"30",2,0,1,0,0,1
"31",4,1,1,1,0,1
"32",2,0,1,0,0,1
"33",0,0,0,0,0,0
"34",4,1,1,1,0,1
"35",3,0,1,0,1,1
"36",5,1,1,1,1,1
"37",2,0,1,1,0,0
"38",4,1,1,0,1,1
"39",3,0,1,1,0,1
"40",4,1,1,0,1,1
"41",4,1,1,1,1,0
"42",1,0,0,0,1,0
"43",2,0,0,1,0,1
"44",5,1,1,1,1,1
"45",3,0,0,1,1,1
"46",3,1,1,1,0,0
"47",2,1,1,0,0,0
"48",3,1,0,1,0,1
"49",2,1,0,0,1,0
"50",3,0,1,0,1,1
