"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,0,0,1
"2",4,1,1,0,1,1
"3",3,1,0,0,1,1
"4",3,1,1,0,0,1
"5",2,1,0,0,0,1
"6",4,0,1,1,1,1
"7",3,1,0,1,0,1
"8",3,0,0,1,1,1
"9",3,1,1,0,1,0
"10",2,1,1,0,0,0
"11",2,0,0,1,1,0
"12",3,1,1,0,0,1
"13",3,1,1,1,0,0
"14",3,0,1,1,1,0
"15",3,1,0,1,1,0
"16",2,0,1,0,1,0
"17",4,1,1,0,1,1
"18",4,1,1,1,0,1
"19",2,0,0,1,1,0
"20",1,0,0,0,0,1
"21",3,1,1,1,0,0
"22",3,0,1,1,0,1
"23",2,1,1,0,0,0
"24",2,0,0,0,1,1
"25",3,1,1,0,1,0
"26",1,0,0,0,0,1
"27",4,1,1,1,1,0
"28",1,1,0,0,0,0
"29",2,0,1,0,0,1
"30",3,1,0,1,0,1
"31",3,1,1,0,1,0
"32",3,1,0,1,1,0
"33",1,0,0,0,1,0
"34",4,0,1,1,1,1
"35",2,0,1,1,0,0
"36",0,0,0,0,0,0
"37",3,0,1,1,0,1
"38",1,0,0,0,0,1
"39",2,1,1,0,0,0
"40",2,0,1,0,1,0
"41",3,1,0,1,1,0
"42",2,1,0,0,1,0
"43",3,0,1,1,1,0
"44",4,1,1,1,0,1
"45",4,1,0,1,1,1
"46",3,1,1,0,0,1
"47",1,1,0,0,0,0
"48",2,0,0,0,1,1
"49",1,0,0,0,1,0
"50",0,0,0,0,0,0
