"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,1,1,0,1,0,0,0,0,1,1
"2",4,0,1,0,0,0,1,0,1,1,0
"3",5,1,1,0,0,1,0,0,1,1,0
"4",4,0,1,0,1,1,0,0,0,1,0
"5",4,0,0,1,0,1,0,0,0,1,1
"6",5,0,1,1,0,0,0,1,0,1,1
"7",2,0,0,0,0,0,1,1,0,0,0
"8",1,0,0,1,0,0,0,0,0,0,0
"9",7,1,0,1,0,1,0,1,1,1,1
"10",3,1,0,0,0,0,1,0,0,1,0
"11",2,0,0,0,0,0,1,0,1,0,0
"12",5,1,0,1,0,1,0,1,1,0,0
"13",4,0,0,1,0,1,1,1,0,0,0
"14",7,1,1,1,0,0,1,1,1,1,0
"15",7,1,1,0,1,1,1,1,0,0,1
"16",3,1,0,0,0,0,1,0,0,0,1
"17",7,1,1,0,0,1,0,1,1,1,1
"18",5,1,0,1,0,1,1,0,0,0,1
"19",3,1,0,0,1,0,0,0,0,0,1
"20",3,0,1,0,0,1,0,0,0,1,0
"21",4,0,1,1,1,1,0,0,0,0,0
"22",3,0,0,0,0,1,0,0,1,1,0
"23",6,0,1,1,1,1,0,1,0,0,1
"24",4,1,1,0,0,0,0,1,0,1,0
"25",3,0,0,0,1,0,0,0,1,1,0
"26",3,0,0,1,1,0,1,0,0,0,0
"27",7,1,1,1,0,1,1,1,0,0,1
"28",2,0,0,0,0,0,1,0,0,0,1
"29",4,0,0,1,0,0,1,1,1,0,0
"30",4,1,0,0,0,0,1,0,0,1,1
"31",6,1,1,0,1,0,1,0,1,0,1
"32",3,0,1,0,0,0,1,0,1,0,0
"33",5,1,1,0,1,1,1,0,0,0,0
"34",5,1,1,1,0,0,1,0,1,0,0
"35",4,1,0,1,1,0,0,0,0,0,1
"36",4,0,1,0,0,0,1,0,0,1,1
"37",6,0,1,0,1,0,1,1,1,0,1
"38",4,1,1,0,0,0,0,0,1,1,0
"39",5,0,0,1,1,0,1,1,0,0,1
"40",4,0,0,1,1,0,1,0,0,1,0
"41",6,0,0,1,1,1,1,0,1,0,1
"42",4,0,1,1,0,1,1,0,0,0,0
"43",5,1,0,0,0,1,1,0,1,0,1
"44",7,1,1,1,1,1,0,1,0,1,0
"45",7,1,1,1,0,1,0,0,1,1,1
"46",2,0,0,0,0,1,1,0,0,0,0
"47",4,0,1,1,0,0,0,1,0,1,0
"48",4,0,0,1,0,1,0,1,1,0,0
"49",3,0,0,0,1,0,1,0,1,0,0
"50",6,1,0,1,1,0,1,0,1,1,0
