"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,0,0,1,1,0,1,1,0,0,1
"2",8,1,1,1,0,1,1,1,0,1,1
"3",7,1,1,1,1,1,1,0,0,1,0
"4",3,0,0,0,0,0,1,1,1,0,0
"5",5,0,0,1,0,1,0,1,1,1,0
"6",4,1,1,0,1,0,0,0,0,0,1
"7",6,1,0,0,1,1,0,0,1,1,1
"8",4,0,0,0,1,0,1,0,0,1,1
"9",10,1,1,1,1,1,1,1,1,1,1
"10",3,0,0,1,0,0,0,1,0,0,1
"11",6,1,1,0,1,1,1,0,0,0,1
"12",7,1,1,1,1,0,0,1,1,1,0
"13",7,0,1,1,0,1,0,1,1,1,1
"14",4,1,1,0,0,0,1,1,0,0,0
"15",4,1,0,1,0,1,1,0,0,0,0
"16",4,1,0,1,1,1,0,0,0,0,0
"17",5,0,0,1,0,1,1,1,1,0,0
"18",8,1,1,1,0,1,1,1,0,1,1
"19",4,0,0,1,0,1,1,0,0,1,0
"20",5,1,0,0,1,1,0,0,1,0,1
"21",9,1,1,1,0,1,1,1,1,1,1
"22",6,1,1,1,0,0,0,0,1,1,1
"23",4,1,1,0,0,0,0,1,0,1,0
"24",8,1,0,1,1,1,1,1,0,1,1
"25",6,0,1,1,1,0,0,0,1,1,1
"26",8,1,1,0,1,1,1,1,0,1,1
"27",5,1,0,1,1,0,1,0,1,0,0
"28",6,1,1,0,1,0,1,0,1,0,1
"29",3,1,1,0,0,0,0,0,0,0,1
"30",6,1,0,0,0,0,1,1,1,1,1
"31",3,0,0,1,0,0,0,1,1,0,0
"32",3,0,1,0,0,0,1,0,0,0,1
"33",6,0,1,1,1,1,0,1,0,1,0
"34",4,0,1,1,0,1,0,0,0,1,0
"35",6,1,0,1,1,1,1,0,0,1,0
"36",3,0,0,1,0,1,0,1,0,0,0
"37",4,0,1,0,0,0,1,0,1,1,0
"38",4,0,1,0,1,1,0,0,0,0,1
"39",5,0,0,1,0,1,1,0,1,1,0
"40",5,1,1,0,1,0,0,0,0,1,1
"41",7,0,1,1,0,1,1,0,1,1,1
"42",5,1,1,0,0,0,1,0,1,1,0
"43",5,1,0,0,1,0,0,0,1,1,1
"44",4,0,1,0,0,0,0,1,1,0,1
"45",4,0,0,0,1,0,1,1,0,0,1
"46",5,1,0,1,1,1,1,0,0,0,0
"47",6,0,1,1,0,1,0,1,0,1,1
"48",7,1,0,0,1,1,1,0,1,1,1
"49",9,1,1,1,0,1,1,1,1,1,1
"50",5,0,1,0,1,1,0,0,1,1,0
