"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,1,0
"2",1,0,0,1,0,0
"3",1,0,1,0,0,0
"4",4,1,0,1,1,1
"5",5,1,1,1,1,1
"6",3,0,0,1,1,1
"7",1,0,0,0,0,1
"8",2,0,1,1,0,0
"9",1,0,0,0,0,1
"10",3,0,1,1,1,0
"11",1,0,0,0,0,1
"12",2,0,1,0,1,0
"13",1,0,1,0,0,0
"14",3,0,0,1,1,1
"15",4,0,1,1,1,1
"16",2,1,0,0,0,1
"17",2,0,1,0,0,1
"18",2,1,0,0,0,1
"19",4,1,1,1,1,0
"20",2,1,0,1,0,0
"21",3,0,1,0,1,1
"22",4,0,1,1,1,1
"23",3,1,1,1,0,0
"24",3,1,0,0,1,1
"25",2,1,0,0,0,1
"26",2,1,1,0,0,0
"27",2,1,1,0,0,0
"28",2,1,0,0,1,0
"29",2,0,1,1,0,0
"30",0,0,0,0,0,0
"31",2,0,0,1,0,1
"32",2,1,0,0,1,0
"33",1,1,0,0,0,0
"34",1,0,0,1,0,0
"35",3,0,1,1,0,1
"36",3,0,1,1,0,1
"37",3,1,1,0,0,1
"38",2,0,1,1,0,0
"39",3,1,1,0,0,1
"40",1,0,0,0,1,0
"41",3,0,1,1,0,1
"42",1,1,0,0,0,0
"43",1,0,0,0,1,0
"44",4,1,1,1,1,0
"45",0,0,0,0,0,0
"46",2,1,1,0,0,0
"47",1,1,0,0,0,0
"48",0,0,0,0,0,0
"49",2,0,1,0,0,1
"50",1,0,1,0,0,0
