"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
"2",8,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
"3",9,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1
"4",9,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"5",12,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1
"6",9,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1
"7",10,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
"8",7,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"9",6,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
"10",9,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0
"11",11,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
"12",8,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
"13",11,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"14",10,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1
"15",10,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0
"16",12,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1
"17",13,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0
"18",7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
"19",11,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1
"20",14,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
"21",11,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
"22",9,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"23",9,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"24",12,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
"25",9,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1
"26",13,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
"27",11,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
"28",12,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
"29",9,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
"30",6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
"31",12,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1
"32",6,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"33",10,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
"34",11,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
"35",8,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1
"36",10,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1
"37",12,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
"38",10,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1
"39",9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
"40",8,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1
"41",10,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1
"42",9,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1
"43",8,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"44",10,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1
"45",7,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
"46",10,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
"47",10,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1
"48",6,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
"49",9,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1
"50",6,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
