"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",9,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1
"2",13,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"3",9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1
"4",7,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"5",7,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"6",12,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1
"7",11,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1
"8",12,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0
"9",14,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1
"10",14,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
"11",8,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
"12",12,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1
"13",13,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1
"14",8,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
"15",9,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1
"16",9,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
"17",16,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
"18",9,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
"19",12,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1
"20",10,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1
"21",9,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"22",12,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
"23",13,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"24",14,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1
"25",11,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"26",14,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
"27",8,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0
"28",11,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0
"29",8,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1
"30",8,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
"31",9,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
"32",7,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0
"33",11,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1
"34",9,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"35",9,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
"36",10,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
"37",11,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
"38",9,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
"39",8,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
"40",11,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
"41",9,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
"42",11,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1
"43",9,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"44",6,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"45",11,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
"46",9,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"47",12,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0
"48",8,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0
"49",8,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
"50",7,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
