"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,1,0
"2",1,0,0,1,0,0
"3",4,0,1,1,1,1
"4",2,0,1,1,0,0
"5",3,1,1,1,0,0
"6",3,0,1,1,0,1
"7",2,0,0,1,1,0
"8",1,1,0,0,0,0
"9",3,0,0,1,1,1
"10",1,0,0,0,1,0
"11",3,0,1,0,1,1
"12",3,0,1,0,1,1
"13",2,1,1,0,0,0
"14",1,0,0,1,0,0
"15",2,0,1,0,1,0
"16",5,1,1,1,1,1
"17",2,0,0,0,1,1
"18",2,0,0,0,1,1
"19",3,0,1,0,1,1
"20",2,0,1,1,0,0
"21",3,0,0,1,1,1
"22",3,1,0,1,0,1
"23",2,1,1,0,0,0
"24",2,0,0,0,1,1
"25",2,0,1,0,0,1
"26",4,1,1,0,1,1
"27",4,1,1,0,1,1
"28",2,1,0,0,1,0
"29",1,0,0,0,1,0
"30",2,0,0,1,0,1
"31",4,1,1,0,1,1
"32",3,0,0,1,1,1
"33",3,0,1,1,1,0
"34",0,0,0,0,0,0
"35",2,0,1,1,0,0
"36",2,1,0,0,0,1
"37",2,1,0,0,1,0
"38",3,1,1,1,0,0
"39",4,1,0,1,1,1
"40",2,0,1,1,0,0
"41",3,1,0,1,1,0
"42",3,0,1,0,1,1
"43",2,0,0,1,0,1
"44",0,0,0,0,0,0
"45",3,1,0,0,1,1
"46",4,1,0,1,1,1
"47",3,1,1,1,0,0
"48",4,1,0,1,1,1
"49",3,0,1,1,1,0
"50",3,1,0,1,1,0
