"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,1,0,0
"2",3,1,0,1,0,1
"3",1,1,0,0,0,0
"4",1,1,0,0,0,0
"5",0,0,0,0,0,0
"6",0,0,0,0,0,0
"7",4,1,1,0,1,1
"8",3,0,1,1,0,1
"9",3,1,1,0,0,1
"10",2,0,1,0,0,1
"11",3,1,0,1,0,1
"12",2,1,0,0,0,1
"13",2,0,1,1,0,0
"14",2,0,0,1,1,0
"15",3,0,1,1,1,0
"16",3,1,0,1,0,1
"17",3,1,0,1,1,0
"18",4,1,1,0,1,1
"19",3,1,1,0,1,0
"20",3,0,1,0,1,1
"21",3,1,0,0,1,1
"22",4,1,1,1,1,0
"23",2,0,1,1,0,0
"24",4,1,0,1,1,1
"25",0,0,0,0,0,0
"26",1,1,0,0,0,0
"27",2,1,0,0,0,1
"28",2,1,0,0,1,0
"29",3,1,1,0,1,0
"30",2,0,1,1,0,0
"31",1,0,0,1,0,0
"32",3,1,0,0,1,1
"33",2,1,1,0,0,0
"34",4,1,1,0,1,1
"35",3,1,1,0,0,1
"36",3,1,1,1,0,0
"37",3,0,1,0,1,1
"38",2,0,0,1,0,1
"39",1,0,1,0,0,0
"40",3,1,1,1,0,0
"41",2,0,0,0,1,1
"42",4,1,1,0,1,1
"43",3,0,1,1,0,1
"44",2,1,0,1,0,0
"45",3,1,1,0,1,0
"46",3,1,1,1,0,0
"47",3,1,1,0,0,1
"48",1,0,0,0,0,1
"49",2,0,1,0,0,1
"50",3,0,1,0,1,1
