"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,1,0,1
"2",1,0,1,0,0,0
"3",3,0,1,0,1,1
"4",2,0,1,1,0,0
"5",2,0,0,1,0,1
"6",0,0,0,0,0,0
"7",2,0,1,1,0,0
"8",2,0,1,1,0,0
"9",3,0,1,0,1,1
"10",2,1,1,0,0,0
"11",3,1,1,0,0,1
"12",2,0,1,1,0,0
"13",1,0,0,0,0,1
"14",4,0,1,1,1,1
"15",1,1,0,0,0,0
"16",3,1,0,1,1,0
"17",2,0,0,0,1,1
"18",3,0,1,1,0,1
"19",3,1,1,1,0,0
"20",4,1,1,1,0,1
"21",3,1,0,0,1,1
"22",2,1,0,1,0,0
"23",1,0,0,0,1,0
"24",3,1,0,1,1,0
"25",1,0,0,0,1,0
"26",2,1,0,1,0,0
"27",3,0,1,1,0,1
"28",3,1,0,1,0,1
"29",3,0,1,0,1,1
"30",3,1,1,0,1,0
"31",1,0,0,0,1,0
"32",4,1,1,1,1,0
"33",4,1,1,1,1,0
"34",3,1,0,1,1,0
"35",2,1,0,1,0,0
"36",3,1,1,1,0,0
"37",2,1,1,0,0,0
"38",3,0,0,1,1,1
"39",4,1,0,1,1,1
"40",3,1,0,1,1,0
"41",1,1,0,0,0,0
"42",2,1,1,0,0,0
"43",3,0,0,1,1,1
"44",2,0,0,1,1,0
"45",3,0,1,1,0,1
"46",2,1,0,1,0,0
"47",4,1,1,0,1,1
"48",2,0,0,1,1,0
"49",5,1,1,1,1,1
"50",3,1,0,1,0,1
