"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,0,1
"2",5,1,1,1,1,1
"3",2,0,1,1,0,0
"4",2,1,1,0,0,0
"5",2,1,0,0,0,1
"6",3,1,1,0,0,1
"7",3,1,1,0,1,0
"8",3,1,0,1,0,1
"9",2,0,0,1,1,0
"10",2,0,0,1,0,1
"11",4,0,1,1,1,1
"12",3,1,0,1,1,0
"13",4,1,1,1,1,0
"14",2,1,1,0,0,0
"15",0,0,0,0,0,0
"16",1,0,0,1,0,0
"17",3,1,0,1,0,1
"18",4,1,1,0,1,1
"19",2,1,0,1,0,0
"20",1,0,1,0,0,0
"21",2,0,1,0,0,1
"22",4,1,1,1,0,1
"23",2,1,0,1,0,0
"24",2,0,1,0,0,1
"25",2,1,1,0,0,0
"26",4,1,1,0,1,1
"27",2,0,1,0,0,1
"28",2,0,0,1,0,1
"29",2,0,1,0,1,0
"30",1,0,0,1,0,0
"31",4,1,1,1,1,0
"32",2,1,0,0,0,1
"33",4,0,1,1,1,1
"34",2,1,0,0,1,0
"35",3,1,1,0,1,0
"36",3,0,1,1,0,1
"37",5,1,1,1,1,1
"38",3,1,0,1,0,1
"39",4,1,1,1,1,0
"40",2,1,1,0,0,0
"41",4,1,1,1,0,1
"42",4,1,1,0,1,1
"43",4,0,1,1,1,1
"44",5,1,1,1,1,1
"45",3,0,0,1,1,1
"46",2,0,0,1,0,1
"47",2,1,0,1,0,0
"48",4,0,1,1,1,1
"49",2,0,0,1,1,0
"50",4,0,1,1,1,1
