"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",8,1,1,1,1,0,1,1,1,1,0
"2",6,0,1,0,0,1,1,1,1,1,0
"3",5,0,0,1,1,0,0,1,0,1,1
"4",4,1,0,0,0,0,0,0,1,1,1
"5",2,0,1,0,0,0,0,1,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0
"7",4,0,0,1,1,0,1,1,0,0,0
"8",7,0,1,1,0,0,1,1,1,1,1
"9",4,1,0,0,0,0,1,0,1,0,1
"10",1,0,0,0,0,0,0,0,0,0,1
"11",2,0,0,0,0,1,0,0,1,0,0
"12",3,0,0,0,0,0,1,0,1,1,0
"13",4,0,0,1,1,1,0,1,0,0,0
"14",5,0,1,0,0,0,1,1,1,1,0
"15",5,0,0,1,1,1,0,0,1,0,1
"16",5,1,0,0,0,1,1,1,0,1,0
"17",6,1,1,1,0,1,0,0,1,1,0
"18",6,1,1,1,0,0,1,0,1,0,1
"19",7,1,1,0,0,1,1,1,1,0,1
"20",6,1,0,1,1,0,1,1,1,0,0
"21",6,1,0,0,1,1,1,0,0,1,1
"22",7,1,1,0,1,1,0,1,1,1,0
"23",6,1,1,1,0,0,0,1,1,1,0
"24",6,0,1,1,0,1,1,1,0,1,0
"25",5,1,1,0,1,0,0,1,0,0,1
"26",2,0,0,0,0,0,0,1,1,0,0
"27",7,1,1,0,1,1,1,1,0,1,0
"28",7,1,0,1,1,1,1,0,1,0,1
"29",6,0,0,0,1,1,1,1,1,0,1
"30",4,0,1,1,0,0,1,1,0,0,0
"31",8,1,1,1,1,1,1,1,0,0,1
"32",4,1,1,0,1,0,0,0,1,0,0
"33",5,1,1,0,0,0,0,1,0,1,1
"34",5,0,1,0,1,1,0,0,0,1,1
"35",7,1,1,1,1,0,1,1,0,1,0
"36",5,0,0,1,1,1,1,0,0,1,0
"37",4,1,0,0,1,1,0,0,1,0,0
"38",3,0,1,0,0,0,1,1,0,0,0
"39",6,0,1,0,1,0,1,1,1,0,1
"40",6,1,0,0,1,1,1,0,1,1,0
"41",6,0,1,0,0,0,1,1,1,1,1
"42",6,1,0,1,1,0,1,1,1,0,0
"43",7,1,1,1,1,1,0,0,1,0,1
"44",5,1,0,0,1,1,1,0,1,0,0
"45",5,0,1,0,1,0,1,0,1,0,1
"46",7,0,0,1,0,1,1,1,1,1,1
"47",6,0,1,0,1,1,0,1,0,1,1
"48",7,1,1,1,1,1,0,1,0,0,1
"49",3,1,0,0,1,0,0,0,0,0,1
"50",4,1,1,0,1,0,1,0,0,0,0
