"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,1,1,1,0
"2",2,0,1,1,0,0
"3",2,0,1,0,0,1
"4",1,0,1,0,0,0
"5",4,1,1,1,1,0
"6",4,1,1,0,1,1
"7",5,1,1,1,1,1
"8",4,1,1,0,1,1
"9",3,1,0,1,0,1
"10",1,0,0,0,1,0
"11",2,0,0,1,1,0
"12",3,1,1,0,0,1
"13",2,0,0,1,0,1
"14",3,1,0,0,1,1
"15",1,0,0,0,0,1
"16",3,0,0,1,1,1
"17",2,0,0,1,0,1
"18",2,0,0,1,0,1
"19",5,1,1,1,1,1
"20",3,1,1,0,0,1
"21",2,1,0,1,0,0
"22",2,1,0,0,1,0
"23",3,1,1,1,0,0
"24",2,0,0,0,1,1
"25",1,0,0,0,0,1
"26",2,0,0,1,0,1
"27",3,1,1,0,0,1
"28",2,0,0,0,1,1
"29",2,0,1,1,0,0
"30",2,1,0,1,0,0
"31",3,1,1,1,0,0
"32",3,0,1,1,1,0
"33",4,1,1,1,1,0
"34",4,1,1,0,1,1
"35",3,1,0,1,0,1
"36",3,1,0,0,1,1
"37",2,0,1,0,0,1
"38",1,0,0,1,0,0
"39",2,1,0,0,0,1
"40",3,1,1,1,0,0
"41",2,0,1,0,1,0
"42",2,0,1,0,0,1
"43",2,1,0,0,0,1
"44",2,0,0,1,1,0
"45",2,1,1,0,0,0
"46",4,1,1,0,1,1
"47",2,0,1,0,1,0
"48",3,1,0,1,0,1
"49",4,1,1,0,1,1
"50",2,0,1,0,0,1
