"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,1,0,0,0
"2",3,0,1,0,1,1
"3",2,0,0,1,1,0
"4",2,0,1,0,1,0
"5",4,1,1,1,1,0
"6",2,0,0,0,1,1
"7",1,0,0,1,0,0
"8",1,0,1,0,0,0
"9",3,1,0,0,1,1
"10",2,1,0,0,0,1
"11",3,1,0,1,1,0
"12",1,0,0,0,1,0
"13",5,1,1,1,1,1
"14",2,0,1,0,1,0
"15",1,0,0,0,1,0
"16",2,1,0,1,0,0
"17",3,0,0,1,1,1
"18",2,0,1,0,1,0
"19",3,0,0,1,1,1
"20",4,1,1,1,0,1
"21",1,0,0,1,0,0
"22",2,1,0,0,1,0
"23",2,1,0,0,1,0
"24",3,0,0,1,1,1
"25",1,0,1,0,0,0
"26",2,0,1,0,0,1
"27",1,0,0,0,1,0
"28",2,0,1,0,0,1
"29",4,0,1,1,1,1
"30",2,1,1,0,0,0
"31",2,1,0,0,1,0
"32",3,0,1,1,1,0
"33",4,1,1,1,1,0
"34",2,0,1,0,0,1
"35",2,1,0,0,0,1
"36",3,0,0,1,1,1
"37",2,1,0,0,0,1
"38",3,1,0,1,0,1
"39",3,1,0,0,1,1
"40",4,1,1,1,1,0
"41",2,1,0,0,0,1
"42",1,0,0,1,0,0
"43",3,0,0,1,1,1
"44",2,1,0,0,0,1
"45",3,0,1,0,1,1
"46",2,0,0,0,1,1
"47",4,1,1,0,1,1
"48",2,1,1,0,0,0
"49",1,0,1,0,0,0
"50",1,0,0,0,1,0
