"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2",3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"3",5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"4",7,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"5",6,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
"6",5,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"7",6,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
"8",5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"9",5,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"10",5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"11",5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"12",4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"13",3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"14",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"15",6,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
"16",4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"17",6,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"18",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19",6,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"20",5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"21",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"22",6,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"23",4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"24",6,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"25",3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"26",4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"27",3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"28",6,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"29",7,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"30",9,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"31",5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"32",4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"33",7,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
"34",5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"35",5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"36",4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"37",7,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"38",6,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
"39",5,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
"40",7,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0
"41",3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"42",5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"43",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",6,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"45",3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46",6,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0
"47",6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"48",4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"49",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"50",7,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
