"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,0,1,1,1
"2",3,0,1,0,1,1
"3",2,0,1,1,0,0
"4",1,0,0,1,0,0
"5",1,0,1,0,0,0
"6",2,0,0,1,1,0
"7",2,0,1,0,0,1
"8",3,1,1,0,0,1
"9",2,1,0,0,1,0
"10",3,0,1,1,1,0
"11",2,1,0,1,0,0
"12",2,1,0,0,0,1
"13",3,1,0,1,0,1
"14",4,1,1,1,0,1
"15",5,1,1,1,1,1
"16",3,1,1,1,0,0
"17",3,1,1,0,0,1
"18",3,1,0,1,1,0
"19",1,0,0,1,0,0
"20",3,1,0,1,0,1
"21",3,0,0,1,1,1
"22",1,0,0,1,0,0
"23",4,0,1,1,1,1
"24",4,1,1,0,1,1
"25",4,1,1,1,0,1
"26",4,1,1,1,0,1
"27",2,1,0,0,0,1
"28",2,0,1,1,0,0
"29",4,1,0,1,1,1
"30",3,0,0,1,1,1
"31",1,0,0,0,0,1
"32",2,1,0,0,0,1
"33",4,1,1,1,1,0
"34",4,1,1,0,1,1
"35",3,0,1,0,1,1
"36",3,1,0,0,1,1
"37",4,0,1,1,1,1
"38",1,0,0,0,0,1
"39",1,1,0,0,0,0
"40",3,1,1,0,0,1
"41",2,0,0,1,0,1
"42",3,0,1,1,1,0
"43",2,0,1,1,0,0
"44",1,0,1,0,0,0
"45",2,0,0,1,0,1
"46",3,0,0,1,1,1
"47",3,1,1,1,0,0
"48",1,0,0,0,1,0
"49",4,1,1,1,0,1
"50",4,1,1,1,0,1
