"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",10,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0
"2",9,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
"3",8,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
"4",11,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
"5",10,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
"6",10,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
"7",9,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0
"8",11,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1
"9",5,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"10",9,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1
"11",8,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"12",14,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1
"13",12,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
"14",8,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
"15",7,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"16",11,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1
"17",11,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0
"18",10,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0
"19",11,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
"20",11,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0
"21",9,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0
"22",8,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"23",14,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0
"24",8,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1
"25",8,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0
"26",11,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
"27",10,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0
"28",9,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
"29",8,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
"30",12,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
"31",10,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0
"32",11,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0
"33",8,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
"34",10,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
"35",7,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
"36",9,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
"37",6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
"38",13,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
"39",15,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
"40",7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"41",8,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1
"42",8,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
"43",11,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1
"44",7,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"45",10,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0
"46",10,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
"47",12,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
"48",7,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
"49",13,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1
"50",11,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0
