"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,0,1
"2",1,0,0,0,0,1
"3",1,0,0,0,0,1
"4",1,0,0,0,0,1
"5",2,0,1,0,0,1
"6",2,0,1,0,0,1
"7",2,1,0,0,1,0
"8",3,1,1,0,1,0
"9",2,1,1,0,0,0
"10",4,1,1,0,1,1
"11",1,0,0,0,1,0
"12",2,1,1,0,0,0
"13",3,0,1,0,1,1
"14",3,1,1,0,0,1
"15",1,0,0,1,0,0
"16",4,1,1,1,1,0
"17",2,0,1,0,0,1
"18",2,1,0,1,0,0
"19",4,1,1,1,1,0
"20",1,1,0,0,0,0
"21",3,0,1,1,1,0
"22",1,0,0,0,1,0
"23",1,0,1,0,0,0
"24",1,0,0,0,1,0
"25",3,0,1,0,1,1
"26",2,1,0,0,0,1
"27",2,1,0,1,0,0
"28",2,0,0,1,1,0
"29",3,0,1,1,0,1
"30",5,1,1,1,1,1
"31",3,1,0,1,1,0
"32",3,0,1,0,1,1
"33",2,0,0,1,1,0
"34",3,1,1,0,1,0
"35",2,1,0,0,1,0
"36",1,1,0,0,0,0
"37",3,1,1,1,0,0
"38",3,1,0,1,1,0
"39",2,1,0,0,1,0
"40",1,0,0,0,0,1
"41",2,0,0,1,1,0
"42",3,0,1,0,1,1
"43",4,1,1,0,1,1
"44",1,0,0,0,1,0
"45",3,0,1,1,1,0
"46",4,1,1,1,0,1
"47",0,0,0,0,0,0
"48",2,1,0,0,0,1
"49",4,1,1,1,0,1
"50",2,1,0,1,0,0
