"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",13,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1
"2",9,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"3",7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
"4",8,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
"5",8,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0
"6",9,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0
"7",11,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1
"8",12,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
"9",14,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1
"10",11,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0
"11",12,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1
"12",8,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
"13",10,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"14",8,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"15",7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
"16",11,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1
"17",10,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
"18",10,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1
"19",10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
"20",8,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"21",7,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
"22",10,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1
"23",9,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
"24",8,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
"25",7,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"26",12,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0
"27",11,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0
"28",10,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"29",7,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"30",14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1
"31",10,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
"32",10,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1
"33",12,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0
"34",13,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
"35",7,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
"36",5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"37",11,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0
"38",12,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0
"39",8,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
"40",9,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1
"41",11,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0
"42",9,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0
"43",10,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0
"44",8,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"45",11,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0
"46",11,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1
"47",10,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0
"48",10,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"49",8,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"50",10,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
