"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,1,0,1,1
"2",2,0,0,0,1,1
"3",1,0,1,0,0,0
"4",4,1,0,1,1,1
"5",2,0,1,0,0,1
"6",3,1,1,0,0,1
"7",3,1,0,0,1,1
"8",2,1,0,0,0,1
"9",2,1,0,0,0,1
"10",3,1,0,0,1,1
"11",4,0,1,1,1,1
"12",0,0,0,0,0,0
"13",1,0,0,0,0,1
"14",0,0,0,0,0,0
"15",2,1,0,0,1,0
"16",4,1,1,1,0,1
"17",3,0,0,1,1,1
"18",4,1,1,0,1,1
"19",2,0,1,0,0,1
"20",3,1,0,1,1,0
"21",2,1,1,0,0,0
"22",4,1,1,0,1,1
"23",4,0,1,1,1,1
"24",5,1,1,1,1,1
"25",1,1,0,0,0,0
"26",3,0,1,0,1,1
"27",4,1,0,1,1,1
"28",3,1,0,1,1,0
"29",3,0,1,1,1,0
"30",1,0,0,0,0,1
"31",4,1,1,1,1,0
"32",2,1,0,0,1,0
"33",4,1,1,1,0,1
"34",2,1,0,0,0,1
"35",4,1,0,1,1,1
"36",2,0,1,1,0,0
"37",2,1,0,0,1,0
"38",2,1,1,0,0,0
"39",3,0,1,1,1,0
"40",3,1,0,1,0,1
"41",3,0,1,1,0,1
"42",3,1,0,1,1,0
"43",3,0,0,1,1,1
"44",2,1,1,0,0,0
"45",2,0,1,1,0,0
"46",3,0,1,1,1,0
"47",0,0,0,0,0,0
"48",1,0,1,0,0,0
"49",2,1,1,0,0,0
"50",2,0,0,1,0,1
