"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,0,1
"2",2,0,1,1,0,0
"3",3,0,1,1,0,1
"4",4,1,0,1,1,1
"5",1,0,1,0,0,0
"6",2,0,1,0,1,0
"7",2,1,1,0,0,0
"8",2,0,1,1,0,0
"9",1,0,1,0,0,0
"10",4,1,1,1,0,1
"11",4,1,1,0,1,1
"12",3,0,1,1,1,0
"13",4,1,1,0,1,1
"14",4,1,0,1,1,1
"15",3,1,1,0,0,1
"16",2,0,1,0,1,0
"17",2,1,1,0,0,0
"18",2,1,0,1,0,0
"19",1,1,0,0,0,0
"20",2,0,0,1,0,1
"21",2,0,0,1,1,0
"22",4,1,0,1,1,1
"23",2,0,0,1,1,0
"24",2,0,0,0,1,1
"25",3,0,1,1,0,1
"26",3,1,1,1,0,0
"27",3,1,1,1,0,0
"28",3,1,1,0,1,0
"29",1,0,0,0,0,1
"30",2,0,1,1,0,0
"31",3,0,1,0,1,1
"32",3,1,1,0,0,1
"33",2,0,1,0,1,0
"34",3,1,1,0,0,1
"35",2,1,1,0,0,0
"36",3,1,0,1,0,1
"37",5,1,1,1,1,1
"38",3,1,0,0,1,1
"39",3,0,1,0,1,1
"40",3,1,0,0,1,1
"41",4,1,1,0,1,1
"42",4,0,1,1,1,1
"43",1,0,1,0,0,0
"44",3,1,1,0,1,0
"45",3,1,0,1,0,1
"46",2,0,0,1,1,0
"47",3,1,1,0,1,0
"48",4,1,1,1,1,0
"49",1,0,0,0,1,0
"50",2,0,1,1,0,0
