"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,1,0,0,0,0
"2",1,1,0,0,0,0
"3",2,1,0,0,0,1
"4",4,0,1,1,1,1
"5",3,1,1,0,1,0
"6",2,0,0,1,0,1
"7",2,0,0,0,1,1
"8",2,0,0,1,1,0
"9",2,0,1,1,0,0
"10",3,1,0,0,1,1
"11",4,0,1,1,1,1
"12",4,1,0,1,1,1
"13",3,0,1,0,1,1
"14",4,0,1,1,1,1
"15",2,0,1,0,1,0
"16",3,1,1,0,1,0
"17",0,0,0,0,0,0
"18",2,0,0,1,1,0
"19",3,0,1,0,1,1
"20",3,0,0,1,1,1
"21",4,1,1,1,0,1
"22",3,0,0,1,1,1
"23",4,1,0,1,1,1
"24",2,1,0,1,0,0
"25",3,0,1,1,0,1
"26",3,1,1,0,1,0
"27",3,1,0,1,0,1
"28",4,1,1,1,0,1
"29",2,0,0,1,0,1
"30",1,1,0,0,0,0
"31",4,1,1,1,0,1
"32",2,1,1,0,0,0
"33",0,0,0,0,0,0
"34",1,0,0,0,0,1
"35",4,1,1,1,0,1
"36",3,1,0,0,1,1
"37",2,1,0,0,1,0
"38",3,1,0,1,0,1
"39",5,1,1,1,1,1
"40",2,0,0,1,0,1
"41",3,1,0,0,1,1
"42",3,1,0,0,1,1
"43",1,0,0,0,1,0
"44",1,0,1,0,0,0
"45",5,1,1,1,1,1
"46",2,1,0,1,0,0
"47",4,1,0,1,1,1
"48",3,0,0,1,1,1
"49",2,0,0,1,1,0
"50",1,0,1,0,0,0
