"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",0,0,0,0,0,0
"2",4,1,1,0,1,1
"3",4,1,0,1,1,1
"4",3,1,0,1,0,1
"5",2,0,0,1,0,1
"6",2,0,0,1,1,0
"7",2,0,1,1,0,0
"8",2,0,0,0,1,1
"9",2,1,0,0,1,0
"10",3,0,1,1,1,0
"11",2,0,0,1,1,0
"12",4,0,1,1,1,1
"13",1,0,0,0,0,1
"14",2,1,0,1,0,0
"15",3,1,0,0,1,1
"16",3,1,0,1,0,1
"17",2,0,0,1,1,0
"18",2,0,1,1,0,0
"19",1,1,0,0,0,0
"20",3,1,1,0,0,1
"21",3,1,1,1,0,0
"22",2,0,0,1,0,1
"23",3,1,1,1,0,0
"24",3,0,1,1,1,0
"25",4,0,1,1,1,1
"26",1,0,0,0,0,1
"27",2,0,0,0,1,1
"28",2,0,0,0,1,1
"29",4,1,1,1,0,1
"30",2,0,0,1,1,0
"31",3,0,1,1,0,1
"32",3,1,1,0,1,0
"33",2,1,1,0,0,0
"34",3,0,1,0,1,1
"35",1,0,0,0,0,1
"36",1,0,0,0,0,1
"37",3,1,0,0,1,1
"38",2,0,0,0,1,1
"39",2,1,1,0,0,0
"40",3,0,1,1,1,0
"41",2,0,0,1,1,0
"42",1,1,0,0,0,0
"43",4,1,0,1,1,1
"44",4,1,1,0,1,1
"45",4,1,1,1,0,1
"46",3,1,0,1,0,1
"47",5,1,1,1,1,1
"48",5,1,1,1,1,1
"49",4,0,1,1,1,1
"50",1,0,0,1,0,0
