"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",9,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
"2",11,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0
"3",10,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
"4",8,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
"5",14,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"6",7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
"7",11,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
"8",10,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
"9",9,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
"10",9,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
"11",9,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0
"12",13,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0
"13",11,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
"14",12,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1
"15",14,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"16",9,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"17",9,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1
"18",10,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1
"19",10,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
"20",10,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1
"21",9,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
"22",10,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
"23",7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
"24",10,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0
"25",9,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
"26",8,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1
"27",7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
"28",12,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"29",7,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"30",14,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"31",8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"32",13,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0
"33",9,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
"34",9,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
"35",10,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
"36",10,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0
"37",10,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0
"38",12,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1
"39",10,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0
"40",12,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1
"41",6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"42",12,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1
"43",8,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
"44",12,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1
"45",13,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"46",13,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1
"47",12,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1
"48",9,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1
"49",7,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1
"50",9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
