"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",7,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
"2",10,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0
"3",7,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"4",10,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
"5",8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
"6",10,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1
"7",10,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1
"8",10,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0
"9",10,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1
"10",11,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0
"11",9,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0
"12",6,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"13",8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
"14",6,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"15",14,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1
"16",12,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1
"17",9,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1
"18",7,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"19",5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"20",10,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0
"21",10,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
"22",11,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0
"23",10,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1
"24",11,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1
"25",10,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0
"26",7,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0
"27",8,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
"28",10,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0
"29",10,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0
"30",13,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1
"31",9,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
"32",13,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0
"33",9,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0
"34",12,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"35",10,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1
"36",9,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0
"37",12,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
"38",10,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1
"39",8,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1
"40",8,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
"41",11,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"42",11,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0
"43",15,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"44",11,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1
"45",9,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0
"46",9,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"47",9,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0
"48",9,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
"49",9,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
"50",10,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1
