"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,1,0,0
"2",2,0,0,1,0,1
"3",2,0,1,0,1,0
"4",3,0,1,1,0,1
"5",1,1,0,0,0,0
"6",5,1,1,1,1,1
"7",4,1,1,1,0,1
"8",3,0,1,1,0,1
"9",4,1,0,1,1,1
"10",2,0,1,0,1,0
"11",3,1,0,1,0,1
"12",5,1,1,1,1,1
"13",2,0,1,0,0,1
"14",2,0,1,0,1,0
"15",3,1,0,1,0,1
"16",1,0,0,1,0,0
"17",3,0,1,1,0,1
"18",2,1,0,1,0,0
"19",1,0,0,0,1,0
"20",4,1,1,1,1,0
"21",4,0,1,1,1,1
"22",4,1,0,1,1,1
"23",3,0,1,1,1,0
"24",1,0,0,0,1,0
"25",1,0,0,1,0,0
"26",3,1,0,1,1,0
"27",4,0,1,1,1,1
"28",5,1,1,1,1,1
"29",4,1,0,1,1,1
"30",3,0,1,1,1,0
"31",4,1,0,1,1,1
"32",3,1,1,0,1,0
"33",1,0,0,1,0,0
"34",2,0,0,0,1,1
"35",2,0,1,0,0,1
"36",2,0,0,1,0,1
"37",2,0,1,1,0,0
"38",3,1,1,1,0,0
"39",4,1,0,1,1,1
"40",2,1,0,0,0,1
"41",2,0,1,0,0,1
"42",3,0,1,1,1,0
"43",0,0,0,0,0,0
"44",2,0,0,1,1,0
"45",1,0,1,0,0,0
"46",4,1,1,1,0,1
"47",5,1,1,1,1,1
"48",2,0,0,1,1,0
"49",4,1,1,1,1,0
"50",1,1,0,0,0,0
