"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",11,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1
"2",9,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"3",15,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
"4",10,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
"5",11,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
"6",9,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0
"7",11,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1
"8",8,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1
"9",6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
"10",12,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
"11",9,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
"12",9,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1
"13",11,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1
"14",10,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
"15",12,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1
"16",6,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"17",12,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
"18",8,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
"19",11,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1
"20",7,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
"21",12,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"22",6,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"23",8,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
"24",9,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0
"25",12,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0
"26",13,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1
"27",12,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0
"28",7,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
"29",8,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
"30",6,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"31",12,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0
"32",10,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
"33",13,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1
"34",12,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0
"35",14,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
"36",12,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
"37",8,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
"38",10,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
"39",11,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1
"40",9,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"41",15,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"42",11,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
"43",13,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0
"44",9,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
"45",12,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0
"46",12,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1
"47",14,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1
"48",10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0
"49",10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
"50",13,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1
