"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",10,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0
"2",10,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
"3",14,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1
"4",7,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"5",6,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"6",10,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0
"7",9,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
"8",13,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0
"9",11,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
"10",9,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
"11",8,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
"12",11,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1
"13",12,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
"14",11,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0
"15",9,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0
"16",15,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
"17",11,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
"18",10,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"19",10,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
"20",12,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0
"21",13,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1
"22",10,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"23",10,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"24",11,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1
"25",13,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"26",15,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
"27",11,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
"28",8,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0
"29",13,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1
"30",12,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1
"31",10,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0
"32",6,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"33",9,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0
"34",10,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0
"35",4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"36",11,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1
"37",8,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
"38",8,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
"39",12,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1
"40",12,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1
"41",8,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
"42",11,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1
"43",12,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
"44",11,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1
"45",7,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
"46",11,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1
"47",8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"48",12,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1
"49",9,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1
"50",11,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1
