"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"8",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"9",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"10",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"11",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"13",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"14",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"16",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"17",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"20",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"21",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"22",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"23",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"24",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"25",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"26",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"28",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"29",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"30",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"33",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"34",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"35",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"36",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"38",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"39",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"40",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"41",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"42",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"43",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"44",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"45",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"46",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"48",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"49",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
