"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,1,0,0,0
"2",3,1,1,0,0,1
"3",5,1,1,1,1,1
"4",2,0,1,0,0,1
"5",3,1,0,0,1,1
"6",1,1,0,0,0,0
"7",4,1,1,1,0,1
"8",3,1,0,1,1,0
"9",4,0,1,1,1,1
"10",3,1,0,1,0,1
"11",2,0,1,0,1,0
"12",2,0,1,1,0,0
"13",2,1,0,0,1,0
"14",2,0,0,1,1,0
"15",1,0,0,1,0,0
"16",3,0,1,0,1,1
"17",1,0,1,0,0,0
"18",4,1,1,0,1,1
"19",3,0,1,0,1,1
"20",4,0,1,1,1,1
"21",3,0,1,1,1,0
"22",2,1,0,0,1,0
"23",2,0,0,0,1,1
"24",3,1,0,1,0,1
"25",0,0,0,0,0,0
"26",2,0,0,1,0,1
"27",3,1,0,1,1,0
"28",2,0,1,0,1,0
"29",1,0,0,1,0,0
"30",3,1,1,0,1,0
"31",4,1,1,0,1,1
"32",4,1,1,0,1,1
"33",0,0,0,0,0,0
"34",1,0,0,1,0,0
"35",2,0,1,0,0,1
"36",4,1,1,1,0,1
"37",1,0,0,0,0,1
"38",2,0,1,0,1,0
"39",4,0,1,1,1,1
"40",2,1,0,0,1,0
"41",4,1,1,1,1,0
"42",2,0,1,0,0,1
"43",3,1,1,0,1,0
"44",4,1,0,1,1,1
"45",2,0,0,0,1,1
"46",3,1,1,0,1,0
"47",2,1,0,0,0,1
"48",2,0,0,1,1,0
"49",3,1,0,0,1,1
"50",5,1,1,1,1,1
