"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,0,1,1,0
"2",2,1,0,0,0,1
"3",3,0,1,1,1,0
"4",3,1,1,0,1,0
"5",3,1,0,0,1,1
"6",3,1,0,1,1,0
"7",2,0,0,0,1,1
"8",1,0,0,0,1,0
"9",2,0,0,0,1,1
"10",3,1,0,1,1,0
"11",4,0,1,1,1,1
"12",4,1,1,1,1,0
"13",2,0,0,1,0,1
"14",2,0,1,0,1,0
"15",4,0,1,1,1,1
"16",1,0,1,0,0,0
"17",3,0,1,1,1,0
"18",4,0,1,1,1,1
"19",2,1,0,1,0,0
"20",0,0,0,0,0,0
"21",3,0,1,1,0,1
"22",4,1,1,1,1,0
"23",4,1,1,0,1,1
"24",2,0,1,0,1,0
"25",1,0,0,0,1,0
"26",3,0,1,1,0,1
"27",2,0,1,0,1,0
"28",2,0,0,1,0,1
"29",3,0,1,0,1,1
"30",2,0,1,0,1,0
"31",2,0,1,0,0,1
"32",3,1,1,1,0,0
"33",1,0,0,0,1,0
"34",3,0,1,1,1,0
"35",3,1,1,1,0,0
"36",2,1,1,0,0,0
"37",2,0,1,1,0,0
"38",3,1,1,0,1,0
"39",3,1,1,0,1,0
"40",4,1,1,0,1,1
"41",3,1,1,0,1,0
"42",3,1,1,0,1,0
"43",5,1,1,1,1,1
"44",2,0,1,1,0,0
"45",2,0,0,1,1,0
"46",3,1,0,1,0,1
"47",1,1,0,0,0,0
"48",4,1,1,1,0,1
"49",1,0,0,0,1,0
"50",3,1,0,0,1,1
