"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",5,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
"2",4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"3",7,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0
"4",5,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"5",6,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"6",5,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"7",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"8",6,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0
"9",5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
"10",6,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
"11",8,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"12",4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"13",4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"14",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"15",4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"16",6,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"17",3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"18",6,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"19",3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"20",3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"21",7,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"22",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"23",4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"24",8,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"25",7,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
"26",4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"27",6,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
"28",4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"29",6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"30",7,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
"31",7,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0
"32",7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"33",4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"34",3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"35",4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"36",5,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"37",3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"38",5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"39",5,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
"40",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"41",4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"42",6,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"43",4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"44",5,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"45",5,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"46",6,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"47",5,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"48",7,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"49",3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"50",5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"51",7,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"52",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"53",6,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"54",5,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"55",6,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"56",4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"57",7,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"58",5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"59",6,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
"60",3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"61",6,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"62",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"63",7,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"64",4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"65",4,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
