"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,1,0,1
"2",2,0,0,1,1,0
"3",3,0,1,0,1,1
"4",3,1,0,1,0,1
"5",1,0,0,0,1,0
"6",2,1,1,0,0,0
"7",3,1,1,1,0,0
"8",3,1,1,0,0,1
"9",3,1,1,0,1,0
"10",3,1,0,1,1,0
"11",3,1,0,1,0,1
"12",4,1,0,1,1,1
"13",1,0,1,0,0,0
"14",3,1,1,0,0,1
"15",3,0,0,1,1,1
"16",3,1,0,1,0,1
"17",2,0,1,1,0,0
"18",1,0,0,0,1,0
"19",3,1,0,1,0,1
"20",4,0,1,1,1,1
"21",3,0,0,1,1,1
"22",3,1,1,1,0,0
"23",4,1,1,1,0,1
"24",3,1,1,0,0,1
"25",5,1,1,1,1,1
"26",2,0,0,1,1,0
"27",2,1,0,0,0,1
"28",3,1,1,1,0,0
"29",2,0,1,0,0,1
"30",4,1,1,1,0,1
"31",2,0,0,1,0,1
"32",3,0,0,1,1,1
"33",3,1,0,0,1,1
"34",2,0,0,1,1,0
"35",3,0,1,1,0,1
"36",5,1,1,1,1,1
"37",1,0,0,0,0,1
"38",2,0,0,0,1,1
"39",1,0,0,1,0,0
"40",3,1,1,1,0,0
"41",2,0,0,1,1,0
"42",4,1,1,1,1,0
"43",3,0,1,0,1,1
"44",3,1,0,0,1,1
"45",2,0,0,1,1,0
"46",2,0,1,0,1,0
"47",0,0,0,0,0,0
"48",3,0,1,0,1,1
"49",3,0,1,0,1,1
"50",2,0,0,0,1,1
"51",3,0,1,1,1,0
"52",1,0,1,0,0,0
"53",3,1,0,0,1,1
"54",2,0,0,0,1,1
"55",2,0,1,0,1,0
"56",0,0,0,0,0,0
"57",3,1,0,1,0,1
"58",1,0,1,0,0,0
"59",4,0,1,1,1,1
"60",3,0,0,1,1,1
"61",2,0,1,1,0,0
"62",1,0,0,1,0,0
"63",1,0,0,0,1,0
"64",2,0,1,0,1,0
"65",3,0,0,1,1,1
"66",5,1,1,1,1,1
"67",3,0,0,1,1,1
"68",3,1,1,0,0,1
"69",3,1,1,1,0,0
"70",3,1,0,1,0,1
"71",4,0,1,1,1,1
"72",3,1,0,0,1,1
"73",4,0,1,1,1,1
"74",0,0,0,0,0,0
"75",4,1,1,0,1,1
"76",5,1,1,1,1,1
"77",2,0,0,0,1,1
"78",2,0,0,0,1,1
"79",3,1,1,0,1,0
"80",3,1,0,0,1,1
"81",2,1,0,0,1,0
"82",2,0,1,1,0,0
"83",3,1,0,1,0,1
"84",2,0,0,1,1,0
"85",4,1,0,1,1,1
"86",3,0,1,1,0,1
"87",4,1,1,0,1,1
"88",2,1,0,1,0,0
"89",3,1,0,0,1,1
"90",3,1,0,1,0,1
"91",2,0,0,1,0,1
"92",3,0,1,1,1,0
"93",2,1,0,1,0,0
"94",4,1,0,1,1,1
"95",2,1,0,0,1,0
"96",4,1,0,1,1,1
"97",3,1,0,1,1,0
"98",3,1,0,0,1,1
"99",2,0,0,1,1,0
"100",4,1,1,0,1,1
