"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,1,0,0,1,0,1,0,0,0,0
"2",6,1,0,1,1,0,1,1,0,0,1
"3",2,0,0,0,0,0,0,1,1,0,0
"4",3,1,0,0,0,1,1,0,0,0,0
"5",5,1,0,1,0,0,1,0,1,1,0
"6",3,0,0,0,0,1,1,0,0,0,1
"7",7,0,1,0,1,1,1,0,1,1,1
"8",3,0,1,0,0,0,1,0,0,1,0
"9",7,1,1,1,1,1,1,0,0,0,1
"10",4,0,0,1,0,1,0,1,1,0,0
"11",7,1,0,0,1,0,1,1,1,1,1
"12",4,1,0,0,1,0,0,0,1,0,1
"13",5,1,1,0,1,0,0,1,1,0,0
"14",5,1,0,0,1,1,0,0,1,0,1
"15",5,0,0,1,1,0,1,0,0,1,1
"16",5,0,0,0,1,1,1,1,1,0,0
"17",7,0,1,1,0,0,1,1,1,1,1
"18",7,1,1,1,0,1,1,1,1,0,0
"19",5,1,0,1,1,1,0,1,0,0,0
"20",5,1,0,1,0,1,1,0,1,0,0
"21",5,1,0,0,0,1,1,1,1,0,0
"22",5,1,0,1,1,0,0,0,1,0,1
"23",5,0,1,0,1,1,1,0,0,0,1
"24",5,1,0,0,0,0,0,1,1,1,1
"25",3,1,0,1,0,1,0,0,0,0,0
"26",7,0,1,1,0,1,1,0,1,1,1
"27",6,0,0,1,1,1,1,1,1,0,0
"28",3,0,0,0,0,1,1,0,1,0,0
"29",5,0,1,0,1,0,0,1,1,0,1
"30",4,0,0,1,0,1,0,1,1,0,0
"31",5,1,0,0,0,0,1,1,1,0,1
"32",5,1,1,0,1,1,0,0,0,1,0
"33",4,0,1,0,0,1,1,1,0,0,0
"34",6,0,1,0,1,1,1,1,0,0,1
"35",4,0,0,1,0,0,0,0,1,1,1
"36",3,0,0,0,0,0,1,1,0,0,1
"37",6,0,1,1,0,1,0,1,1,0,1
"38",4,0,1,0,0,1,0,0,1,1,0
"39",5,1,1,1,1,0,0,0,1,0,0
"40",6,1,0,1,0,1,1,0,1,0,1
"41",4,0,1,0,0,1,0,1,0,1,0
"42",4,0,0,1,0,1,0,1,1,0,0
"43",5,1,0,1,1,0,0,1,0,0,1
"44",6,1,1,0,1,0,1,0,1,1,0
"45",2,0,0,0,1,0,0,1,0,0,0
"46",7,1,1,0,1,1,0,1,0,1,1
"47",6,0,1,1,1,0,1,1,0,1,0
"48",4,0,1,1,0,1,0,1,0,0,0
"49",6,1,1,1,0,1,0,1,0,1,0
"50",9,1,1,0,1,1,1,1,1,1,1
"51",4,1,0,0,0,0,1,0,0,1,1
"52",6,1,1,1,1,1,1,0,0,0,0
"53",4,1,1,0,0,0,1,0,0,0,1
"54",4,1,0,1,0,1,0,0,0,1,0
"55",4,1,0,0,1,1,1,0,0,0,0
"56",5,0,0,1,1,1,0,0,1,1,0
"57",4,1,0,0,1,1,0,0,0,0,1
"58",7,1,1,0,1,1,1,0,1,0,1
"59",4,1,1,0,0,1,0,0,0,0,1
"60",4,1,0,1,0,0,0,1,0,1,0
"61",7,1,0,1,1,1,1,0,1,0,1
"62",7,0,0,1,1,1,1,1,1,1,0
"63",3,0,1,0,0,1,0,0,0,0,1
"64",5,1,0,1,1,0,0,0,0,1,1
"65",6,0,1,1,1,0,1,0,0,1,1
"66",6,0,1,1,1,1,0,0,1,1,0
"67",5,0,1,0,0,1,1,1,0,1,0
"68",4,0,0,0,1,0,1,0,0,1,1
"69",5,0,1,0,1,1,0,0,0,1,1
"70",5,0,1,0,0,1,1,0,0,1,1
"71",3,1,0,0,0,0,1,0,1,0,0
"72",6,0,1,1,1,1,1,0,0,0,1
"73",6,1,1,0,1,1,0,1,1,0,0
"74",7,1,1,1,0,1,0,1,1,1,0
"75",4,0,0,0,1,0,1,0,0,1,1
"76",5,1,0,0,0,0,1,1,0,1,1
"77",9,1,1,1,0,1,1,1,1,1,1
"78",4,0,0,0,0,1,0,1,1,1,0
"79",5,0,1,1,0,1,0,0,1,0,1
"80",5,1,0,1,1,0,0,1,0,0,1
"81",4,0,1,0,0,1,1,0,0,1,0
"82",4,0,0,0,1,0,1,1,0,1,0
"83",6,1,1,0,0,1,1,1,1,0,0
"84",7,0,1,1,0,1,1,1,1,1,0
"85",6,1,1,1,0,0,1,0,1,1,0
"86",7,1,1,1,0,1,1,0,1,1,0
"87",5,1,0,0,1,1,0,1,1,0,0
"88",8,1,1,1,1,0,1,1,1,0,1
"89",5,1,0,1,1,0,0,0,1,1,0
"90",7,1,1,1,1,0,0,1,0,1,1
"91",7,1,1,1,1,1,0,0,1,0,1
"92",4,0,1,0,0,0,1,0,1,1,0
"93",9,1,1,1,1,0,1,1,1,1,1
"94",7,1,1,1,1,0,1,0,1,1,0
"95",7,1,0,1,1,1,0,1,0,1,1
"96",5,1,1,0,0,1,0,0,1,1,0
"97",7,0,1,0,0,1,1,1,1,1,1
"98",4,0,1,1,0,1,1,0,0,0,0
"99",3,0,0,1,1,0,1,0,0,0,0
"100",5,0,1,0,0,1,0,1,0,1,1
