"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"2",5,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
"3",3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"4",8,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"5",5,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"6",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"7",7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"8",7,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"9",5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"10",5,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"11",7,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"12",5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"13",3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"14",4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"15",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16",5,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
"17",7,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"18",5,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"19",3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"20",5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"21",4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"22",7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"23",4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"24",3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"25",4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"26",5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
"27",4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
