"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,1,1,1,1,0
"2",2,0,1,0,0,1
"3",2,1,0,0,0,1
"4",1,1,0,0,0,0
"5",1,1,0,0,0,0
"6",2,0,0,0,1,1
"7",2,0,0,1,0,1
"8",3,1,1,0,1,0
"9",5,1,1,1,1,1
"10",2,1,0,0,1,0
"11",3,1,1,1,0,0
"12",2,1,0,0,0,1
"13",2,0,1,0,0,1
"14",1,0,0,0,1,0
"15",4,1,1,1,1,0
"16",3,1,0,1,0,1
"17",4,1,0,1,1,1
"18",3,1,1,0,1,0
"19",3,0,1,0,1,1
"20",3,1,1,0,0,1
"21",3,1,0,1,0,1
"22",4,0,1,1,1,1
"23",2,1,0,1,0,0
"24",2,0,0,0,1,1
"25",2,1,0,1,0,0
"26",2,0,0,1,1,0
"27",4,1,1,1,0,1
"28",3,0,1,1,0,1
"29",5,1,1,1,1,1
"30",2,0,0,1,0,1
"31",2,0,1,1,0,0
"32",3,0,1,1,1,0
"33",3,0,0,1,1,1
"34",3,0,1,0,1,1
"35",1,0,0,1,0,0
"36",1,0,0,1,0,0
"37",3,0,1,1,1,0
"38",5,1,1,1,1,1
"39",2,0,0,1,0,1
"40",2,1,0,1,0,0
"41",2,0,0,1,0,1
"42",4,1,1,1,0,1
"43",4,1,1,1,0,1
"44",4,1,1,1,1,0
"45",3,0,1,1,1,0
"46",3,1,1,0,0,1
"47",3,1,0,1,0,1
"48",1,1,0,0,0,0
"49",2,0,0,1,1,0
"50",1,0,0,0,0,1
"51",2,0,0,1,1,0
"52",2,0,1,0,0,1
"53",4,0,1,1,1,1
"54",2,0,1,0,0,1
"55",3,1,1,1,0,0
"56",5,1,1,1,1,1
"57",2,1,1,0,0,0
"58",2,1,0,0,0,1
"59",1,0,1,0,0,0
"60",4,0,1,1,1,1
"61",3,1,0,1,0,1
"62",3,1,0,1,0,1
"63",3,0,0,1,1,1
"64",2,1,1,0,0,0
"65",3,1,1,1,0,0
"66",3,1,1,1,0,0
"67",1,0,0,0,0,1
"68",1,1,0,0,0,0
"69",1,0,0,1,0,0
"70",2,0,1,1,0,0
"71",4,0,1,1,1,1
"72",3,1,1,0,1,0
"73",2,0,0,1,0,1
"74",2,0,1,0,1,0
"75",0,0,0,0,0,0
"76",5,1,1,1,1,1
"77",3,1,0,0,1,1
"78",2,0,1,0,0,1
"79",2,0,1,1,0,0
"80",2,0,1,1,0,0
"81",3,1,0,0,1,1
"82",3,1,1,0,1,0
"83",3,0,1,1,1,0
"84",1,0,0,0,1,0
"85",2,0,1,0,0,1
"86",4,1,1,1,0,1
"87",4,1,0,1,1,1
"88",4,1,1,0,1,1
"89",3,1,1,1,0,0
"90",4,1,1,0,1,1
"91",2,0,0,1,1,0
"92",2,0,1,0,1,0
"93",2,0,1,1,0,0
"94",2,1,1,0,0,0
"95",3,1,0,1,1,0
"96",1,0,1,0,0,0
"97",4,0,1,1,1,1
"98",4,1,1,1,0,1
"99",3,0,1,1,0,1
"100",4,1,0,1,1,1
