"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,0,1
"2",3,1,0,1,1,0
"3",3,1,0,1,0,1
"4",2,0,1,0,0,1
"5",3,1,1,0,0,1
"6",0,0,0,0,0,0
"7",1,0,0,0,1,0
"8",0,0,0,0,0,0
"9",2,1,0,0,1,0
"10",2,0,1,0,0,1
"11",0,0,0,0,0,0
"12",2,0,0,1,0,1
"13",1,1,0,0,0,0
"14",2,1,0,0,0,1
"15",1,0,0,1,0,0
"16",4,1,1,1,0,1
"17",3,0,1,1,0,1
"18",4,1,1,1,1,0
"19",2,0,0,1,0,1
"20",1,0,1,0,0,0
"21",3,1,1,0,0,1
"22",3,1,1,0,1,0
"23",2,0,0,1,1,0
"24",4,1,1,1,1,0
"25",4,1,1,0,1,1
"26",2,1,0,0,1,0
"27",2,1,0,1,0,0
"28",3,0,1,1,1,0
"29",3,0,1,0,1,1
"30",3,1,0,0,1,1
"31",2,1,0,0,0,1
"32",4,1,0,1,1,1
"33",3,1,1,0,1,0
"34",4,0,1,1,1,1
"35",1,1,0,0,0,0
"36",4,1,1,1,0,1
"37",2,0,1,0,1,0
"38",4,1,1,1,0,1
"39",3,1,1,0,0,1
"40",1,0,0,0,1,0
"41",2,0,1,0,1,0
"42",4,1,1,0,1,1
"43",1,0,0,0,1,0
"44",3,0,1,0,1,1
"45",3,1,0,1,1,0
"46",2,1,0,0,0,1
"47",3,1,1,0,0,1
"48",2,0,1,0,1,0
"49",1,0,0,0,0,1
"50",3,0,1,1,0,1
"51",2,0,1,0,1,0
"52",3,1,1,0,0,1
"53",4,0,1,1,1,1
"54",2,0,0,0,1,1
"55",1,0,1,0,0,0
"56",1,1,0,0,0,0
"57",3,0,1,0,1,1
"58",2,0,0,0,1,1
"59",3,1,1,1,0,0
"60",2,1,0,0,0,1
"61",2,0,0,1,1,0
"62",4,1,1,0,1,1
"63",3,0,1,0,1,1
"64",2,0,1,1,0,0
"65",1,1,0,0,0,0
"66",2,1,0,1,0,0
"67",3,1,0,0,1,1
"68",1,0,0,0,1,0
"69",2,1,0,1,0,0
"70",4,0,1,1,1,1
"71",1,0,1,0,0,0
"72",0,0,0,0,0,0
"73",1,0,1,0,0,0
"74",3,0,0,1,1,1
"75",2,0,0,0,1,1
"76",2,0,1,0,1,0
"77",1,0,0,1,0,0
"78",2,0,1,0,1,0
"79",4,1,1,1,0,1
"80",1,0,0,0,0,1
"81",1,0,0,0,0,1
"82",0,0,0,0,0,0
"83",1,1,0,0,0,0
"84",1,1,0,0,0,0
"85",1,0,0,0,0,1
"86",2,0,0,0,1,1
"87",2,0,0,0,1,1
"88",2,1,1,0,0,0
"89",4,0,1,1,1,1
"90",4,1,1,1,1,0
"91",1,0,1,0,0,0
"92",2,0,0,1,0,1
"93",3,1,0,1,0,1
"94",2,1,0,0,0,1
"95",3,1,1,1,0,0
"96",1,0,0,1,0,0
"97",1,0,1,0,0,0
"98",2,0,0,0,1,1
"99",2,0,1,1,0,0
"100",2,0,0,1,0,1
