"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,0,0,1,0,0,1,1,0,0
"2",2,0,1,0,1,0,0,0,0,0,0
"3",7,1,1,1,0,0,1,1,0,1,1
"4",5,1,1,0,0,1,1,0,0,1,0
"5",4,1,0,1,1,0,0,0,1,0,0
"6",6,0,1,0,1,1,0,0,1,1,1
"7",6,0,0,1,1,1,1,0,1,1,0
"8",5,0,1,0,1,1,0,1,0,1,0
"9",5,1,1,1,0,0,0,1,1,0,0
"10",3,0,0,0,1,0,1,0,1,0,0
"11",3,0,1,0,1,0,0,0,1,0,0
"12",5,1,1,0,0,1,1,0,0,1,0
"13",7,1,1,1,1,1,0,0,1,1,0
"14",7,0,0,0,1,1,1,1,1,1,1
"15",3,0,0,1,0,1,0,0,0,0,1
"16",6,1,0,1,0,0,1,0,1,1,1
"17",5,0,1,1,0,0,1,0,1,1,0
"18",7,1,1,1,0,0,1,0,1,1,1
"19",6,0,1,0,1,1,1,0,0,1,1
"20",4,0,0,0,0,1,1,0,1,0,1
"21",7,0,1,1,0,0,1,1,1,1,1
"22",6,1,0,1,1,1,0,1,0,1,0
"23",7,0,1,1,0,1,1,1,1,1,0
"24",4,0,1,0,0,0,1,1,1,0,0
"25",6,0,1,1,1,1,0,0,1,0,1
"26",7,0,0,1,1,1,1,1,1,1,0
"27",8,1,0,1,1,1,1,1,1,1,0
"28",5,0,1,1,1,0,1,0,1,0,0
"29",4,1,0,0,0,1,0,1,0,0,1
"30",8,1,1,1,1,1,1,1,0,0,1
"31",3,0,0,0,1,0,0,1,1,0,0
"32",5,1,0,0,0,1,1,1,0,1,0
"33",7,0,0,1,1,1,1,1,0,1,1
"34",6,1,0,1,1,1,0,0,1,0,1
"35",4,0,1,0,0,0,1,1,0,0,1
"36",5,0,1,0,0,1,0,1,0,1,1
"37",3,1,0,0,0,0,0,0,0,1,1
"38",5,0,1,0,0,0,0,1,1,1,1
"39",7,0,1,1,1,0,1,1,0,1,1
"40",7,1,1,1,1,0,1,1,0,1,0
"41",4,0,0,1,0,0,1,0,1,0,1
"42",5,0,0,1,0,0,1,1,1,0,1
"43",5,1,1,1,0,1,0,1,0,0,0
"44",6,0,1,0,1,0,1,1,1,0,1
"45",6,1,0,1,0,0,1,1,0,1,1
"46",3,0,1,0,0,0,1,0,0,0,1
"47",5,0,1,0,0,1,1,0,1,0,1
"48",6,1,0,1,0,0,1,1,1,0,1
"49",4,1,1,0,0,0,0,1,0,0,1
"50",3,1,0,1,0,0,0,0,0,1,0
"51",5,1,1,0,1,1,0,0,1,0,0
"52",6,0,1,0,0,1,1,1,0,1,1
"53",8,0,1,1,1,1,1,1,0,1,1
"54",6,1,1,0,1,0,0,1,0,1,1
"55",6,0,0,0,1,1,1,1,1,1,0
"56",7,0,1,1,1,0,1,1,0,1,1
"57",5,1,0,1,1,1,0,1,0,0,0
"58",5,0,0,1,0,1,0,1,1,0,1
"59",4,1,0,1,1,1,0,0,0,0,0
"60",2,0,1,0,0,1,0,0,0,0,0
"61",2,0,0,0,0,0,0,0,0,1,1
"62",6,1,1,1,1,0,0,1,0,0,1
"63",6,0,0,0,1,1,1,1,1,1,0
"64",3,1,0,0,0,0,1,0,1,0,0
"65",4,1,0,1,0,1,0,0,0,0,1
"66",6,1,1,1,0,0,1,0,1,0,1
"67",6,1,1,1,1,0,0,0,1,0,1
"68",4,1,0,0,0,1,0,1,0,1,0
"69",4,1,0,0,0,1,0,0,0,1,1
"70",6,1,0,1,0,1,0,1,1,1,0
"71",6,1,1,1,1,1,0,1,0,0,0
"72",3,0,0,1,0,0,0,0,1,1,0
"73",3,0,1,1,0,1,0,0,0,0,0
"74",6,1,1,0,0,0,0,1,1,1,1
"75",5,1,0,0,1,0,1,1,0,1,0
"76",7,1,1,0,0,1,1,0,1,1,1
"77",4,1,0,1,0,1,1,0,0,0,0
"78",5,0,0,1,1,0,1,1,1,0,0
"79",4,0,0,1,0,1,1,1,0,0,0
"80",2,0,0,1,0,0,0,0,0,0,1
"81",3,0,1,0,0,1,0,0,1,0,0
"82",3,0,1,0,0,1,0,0,0,1,0
"83",6,1,1,0,0,1,1,0,1,1,0
"84",7,1,0,1,1,1,1,0,1,1,0
"85",6,0,0,0,1,1,1,1,1,1,0
"86",4,0,0,1,1,0,1,0,1,0,0
"87",7,1,0,0,1,1,1,1,1,1,0
"88",5,0,1,1,0,0,0,1,1,0,1
"89",7,0,1,1,1,1,1,0,1,1,0
"90",6,1,1,1,0,1,0,0,1,1,0
"91",2,1,0,0,0,0,0,0,1,0,0
"92",4,0,1,1,0,0,0,1,0,1,0
"93",4,0,0,1,1,0,1,1,0,0,0
"94",2,0,0,1,0,0,0,0,0,0,1
"95",6,0,1,0,1,1,1,1,0,1,0
"96",4,0,1,0,0,1,1,0,0,0,1
"97",4,0,1,1,0,0,1,1,0,0,0
"98",4,1,0,0,0,1,1,1,0,0,0
"99",5,0,1,0,1,0,1,1,0,0,1
"100",8,0,0,1,1,1,1,1,1,1,1
