"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"4",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"6",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"13",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"14",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"15",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"16",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"17",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"18",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"22",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"25",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"26",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"27",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"28",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"29",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"30",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"31",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"32",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"33",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"34",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"35",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"37",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"38",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"39",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"40",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"44",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"45",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"46",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"47",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"48",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"50",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"54",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"55",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
