"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,0,0,1,0,1,1,0,1,1,0
"2",4,1,0,0,1,0,1,0,1,0,0
"3",7,0,0,1,1,1,0,1,1,1,1
"4",5,1,0,0,1,1,1,0,1,0,0
"5",6,0,1,0,1,1,1,0,0,1,1
"6",5,0,0,1,1,0,1,1,0,0,1
"7",2,0,0,0,0,0,0,0,1,0,1
"8",6,0,1,1,0,1,0,1,0,1,1
"9",5,0,0,1,1,0,1,0,0,1,1
"10",6,1,0,0,0,1,1,1,0,1,1
"11",8,1,1,1,1,1,1,0,0,1,1
"12",4,1,1,0,1,0,0,0,1,0,0
"13",4,0,0,0,1,1,0,1,0,0,1
"14",2,0,0,0,1,0,0,1,0,0,0
"15",4,1,0,0,1,0,0,1,1,0,0
"16",6,0,1,1,0,0,1,1,1,0,1
"17",3,1,0,1,0,0,0,0,1,0,0
"18",6,0,0,0,1,1,1,0,1,1,1
"19",3,1,0,0,0,0,0,0,0,1,1
"20",3,0,0,0,1,1,0,0,0,1,0
"21",7,0,1,1,1,1,0,1,1,1,0
"22",2,0,0,0,0,0,1,1,0,0,0
"23",4,0,0,0,0,1,0,0,1,1,1
"24",8,1,1,1,1,1,1,0,0,1,1
"25",7,1,1,0,0,1,1,1,1,1,0
"26",4,0,0,0,1,1,0,1,0,1,0
"27",6,1,0,0,1,1,0,1,1,0,1
"28",4,0,1,0,1,1,0,0,0,1,0
"29",6,1,1,0,1,1,0,1,1,0,0
"30",7,1,0,0,1,1,1,1,1,0,1
"31",7,0,1,1,0,1,1,1,0,1,1
"32",7,1,0,1,1,1,1,1,1,0,0
"33",4,0,1,0,1,0,1,0,0,1,0
"34",3,1,0,0,0,0,1,0,0,0,1
"35",4,1,0,1,0,1,0,0,0,0,1
"36",5,0,1,0,1,1,1,0,1,0,0
"37",3,1,0,0,0,1,0,0,0,0,1
"38",5,1,0,1,1,0,0,1,0,0,1
"39",5,0,0,0,1,1,0,1,1,0,1
"40",3,0,1,1,0,1,0,0,0,0,0
"41",4,1,0,0,0,0,1,1,1,0,0
"42",6,1,1,1,0,1,1,0,0,1,0
"43",4,0,0,1,0,1,1,0,1,0,0
"44",5,1,0,0,0,0,1,1,1,1,0
"45",5,1,0,0,0,1,0,0,1,1,1
"46",6,1,1,1,0,1,1,1,0,0,0
"47",5,0,1,1,0,1,1,0,0,0,1
"48",7,0,1,1,1,0,1,1,0,1,1
"49",3,1,0,0,1,0,0,0,0,1,0
"50",5,1,0,0,0,1,1,1,0,1,0
"51",7,1,0,0,1,1,0,1,1,1,1
"52",2,0,0,0,0,0,0,1,0,1,0
"53",6,0,1,1,1,0,0,0,1,1,1
"54",5,1,0,1,0,0,0,0,1,1,1
"55",6,1,1,0,1,0,1,0,1,0,1
"56",4,0,0,0,1,0,0,1,1,0,1
"57",7,0,1,1,1,0,1,1,1,0,1
"58",5,0,0,1,1,1,0,0,1,1,0
"59",6,0,1,0,0,1,1,1,1,0,1
"60",3,0,0,1,0,1,0,0,0,0,1
"61",6,1,1,1,0,1,1,0,1,0,0
"62",6,0,0,0,1,1,1,1,0,1,1
"63",7,1,0,1,1,1,0,1,0,1,1
"64",4,1,1,0,1,0,0,0,0,1,0
"65",4,0,0,0,0,1,0,1,1,0,1
"66",4,1,0,1,1,0,0,0,1,0,0
"67",5,0,1,0,0,1,1,1,1,0,0
"68",7,1,1,1,0,1,0,1,1,1,0
"69",5,0,0,1,0,1,1,1,1,0,0
"70",4,0,0,1,1,0,0,0,1,1,0
"71",7,1,0,0,1,1,0,1,1,1,1
"72",5,0,0,1,0,1,0,1,1,0,1
"73",4,0,1,1,1,1,0,0,0,0,0
"74",6,1,0,1,1,0,0,1,1,1,0
"75",5,1,0,1,1,0,1,0,0,0,1
"76",4,1,0,0,1,0,0,0,1,1,0
"77",3,1,1,0,0,0,0,0,0,1,0
"78",4,1,1,0,1,0,1,0,0,0,0
"79",2,0,0,1,0,0,0,1,0,0,0
"80",4,1,0,0,0,0,1,0,1,1,0
"81",1,0,0,0,0,0,0,1,0,0,0
"82",6,0,1,0,1,1,1,0,1,0,1
"83",4,0,0,1,0,0,0,1,1,1,0
"84",5,1,1,1,0,0,1,0,0,0,1
"85",7,1,1,1,1,1,0,0,1,1,0
"86",7,1,1,0,1,1,0,1,0,1,1
"87",6,1,0,0,1,1,1,1,1,0,0
"88",5,1,1,1,1,0,1,0,0,0,0
"89",2,0,0,1,0,0,0,0,0,0,1
"90",5,1,1,1,0,0,0,0,1,0,1
"91",3,0,0,0,1,1,1,0,0,0,0
"92",6,1,0,1,0,0,1,1,1,1,0
"93",4,1,1,1,0,0,0,1,0,0,0
"94",5,0,1,0,0,0,1,1,1,0,1
"95",6,0,1,1,1,0,0,1,0,1,1
"96",6,0,1,1,1,1,1,0,1,0,0
"97",5,0,1,0,1,1,1,0,1,0,0
"98",4,0,1,0,1,1,0,1,0,0,0
"99",4,0,0,0,1,0,1,0,1,0,1
"100",3,1,0,1,0,0,0,0,0,0,1
