"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,1,1,1,0,0,0,0,0,0
"2",2,1,1,0,0,0,0,0,0,0,0
"3",2,0,0,1,1,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0
"5",5,1,1,1,1,1,0,0,0,0,0
"6",1,0,0,0,1,0,0,0,0,0,0
"7",1,0,0,1,0,0,0,0,0,0,0
"8",2,1,0,0,0,1,0,0,0,0,0
"9",2,1,0,1,0,0,0,0,0,0,0
"10",3,1,1,0,1,0,0,0,0,0,0
"11",4,1,0,1,1,1,0,0,0,0,0
"12",3,0,1,1,0,1,0,0,0,0,0
"13",2,0,0,1,0,1,0,0,0,0,0
"14",2,0,1,0,0,1,0,0,0,0,0
"15",3,1,0,0,1,1,0,0,0,0,0
"16",3,1,0,1,0,1,0,0,0,0,0
"17",1,0,0,1,0,0,0,0,0,0,0
"18",3,1,0,0,1,1,0,0,0,0,0
"19",4,1,1,0,1,1,0,0,0,0,0
"20",2,1,1,0,0,0,0,0,0,0,0
"21",3,1,1,1,0,0,0,0,0,0,0
"22",2,1,1,0,0,0,0,0,0,0,0
"23",2,1,0,1,0,0,0,0,0,0,0
"24",3,1,0,0,1,1,0,0,0,0,0
"25",3,1,1,0,0,1,0,0,0,0,0
"26",4,0,1,1,1,1,0,0,0,0,0
"27",3,1,1,0,0,1,0,0,0,0,0
"28",3,1,0,1,0,1,0,0,0,0,0
"29",2,1,0,1,0,0,0,0,0,0,0
"30",3,0,0,1,1,1,0,0,0,0,0
"31",1,0,0,0,1,0,0,0,0,0,0
"32",2,1,0,1,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0
"34",1,0,1,0,0,0,0,0,0,0,0
"35",2,0,1,0,0,1,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0
"37",3,0,1,1,1,0,0,0,0,0,0
"38",3,0,1,1,0,1,0,0,0,0,0
"39",2,1,0,0,1,0,0,0,0,0,0
"40",2,0,1,0,0,1,0,0,0,0,0
"41",2,1,1,0,0,0,0,0,0,0,0
"42",3,1,0,0,1,1,0,0,0,0,0
"43",3,0,0,1,1,1,0,0,0,0,0
"44",4,0,1,1,1,1,0,0,0,0,0
"45",5,1,1,1,1,1,0,0,0,0,0
"46",2,0,0,0,1,1,0,0,0,0,0
"47",1,0,1,0,0,0,0,0,0,0,0
"48",2,0,0,0,1,1,0,0,0,0,0
"49",2,0,0,1,0,1,0,0,0,0,0
"50",1,0,0,1,0,0,0,0,0,0,0
"51",3,1,1,0,0,1,0,0,0,0,0
"52",4,1,1,1,0,1,0,0,0,0,0
"53",2,0,0,1,0,1,0,0,0,0,0
"54",2,1,1,0,0,0,0,0,0,0,0
"55",1,0,0,1,0,0,0,0,0,0,0
"56",5,1,1,1,1,1,0,0,0,0,0
"57",2,1,0,0,1,0,0,0,0,0,0
"58",3,0,0,1,1,1,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0
"60",4,1,1,1,1,0,0,0,0,0,0
"61",3,0,0,1,1,1,0,0,0,0,0
"62",2,0,0,0,1,1,0,0,0,0,0
"63",2,1,0,0,1,0,0,0,0,0,0
"64",3,1,1,1,0,0,0,0,0,0,0
"65",2,1,0,0,0,1,0,0,0,0,0
"66",1,0,0,0,1,0,0,0,0,0,0
"67",3,1,1,0,1,0,0,0,0,0,0
"68",1,0,0,0,1,0,0,0,0,0,0
"69",3,1,0,0,1,1,0,0,0,0,0
"70",3,0,1,0,1,1,0,0,0,0,0
"71",2,0,0,0,1,1,0,0,0,0,0
"72",1,0,0,0,0,1,0,0,0,0,0
"73",3,0,1,0,1,1,0,0,0,0,0
"74",2,0,0,0,1,1,0,0,0,0,0
"75",4,1,0,1,1,1,0,0,0,0,0
"76",2,0,1,0,1,0,0,0,0,0,0
"77",3,0,1,1,1,0,0,0,0,0,0
"78",1,0,0,1,0,0,0,0,0,0,0
"79",1,0,0,0,1,0,0,0,0,0,0
"80",1,0,0,0,0,1,0,0,0,0,0
"81",4,1,0,1,1,1,0,0,0,0,0
"82",2,0,0,1,0,1,0,0,0,0,0
"83",2,1,0,0,1,0,0,0,0,0,0
"84",2,0,0,1,1,0,0,0,0,0,0
"85",1,0,1,0,0,0,0,0,0,0,0
"86",3,1,0,1,0,1,0,0,0,0,0
"87",1,0,0,1,0,0,0,0,0,0,0
"88",2,1,0,1,0,0,0,0,0,0,0
"89",2,1,1,0,0,0,0,0,0,0,0
"90",3,0,0,1,1,1,0,0,0,0,0
"91",2,1,0,0,0,1,0,0,0,0,0
"92",4,1,0,1,1,1,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0
"94",2,0,1,0,1,0,0,0,0,0,0
"95",1,0,1,0,0,0,0,0,0,0,0
"96",3,0,0,1,1,1,0,0,0,0,0
"97",2,1,0,1,0,0,0,0,0,0,0
"98",4,1,1,1,1,0,0,0,0,0,0
"99",3,0,1,1,1,0,0,0,0,0,0
"100",2,1,0,0,1,0,0,0,0,0,0
