"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,0,1,1,1
"2",2,1,0,0,0,1
"3",1,0,1,0,0,0
"4",2,0,0,1,0,1
"5",4,0,1,1,1,1
"6",4,1,1,1,1,0
"7",3,0,0,1,1,1
"8",3,0,1,1,0,1
"9",3,0,1,1,0,1
"10",3,1,0,0,1,1
"11",3,0,1,0,1,1
"12",1,0,0,0,0,1
"13",1,0,0,1,0,0
"14",3,1,0,1,1,0
"15",2,0,0,1,1,0
"16",5,1,1,1,1,1
"17",1,0,0,1,0,0
"18",1,0,1,0,0,0
"19",3,0,0,1,1,1
"20",2,0,0,1,1,0
"21",4,0,1,1,1,1
"22",2,0,1,1,0,0
"23",4,1,1,1,0,1
"24",3,1,1,0,0,1
"25",2,1,1,0,0,0
"26",2,0,1,1,0,0
"27",1,0,0,0,1,0
"28",2,0,0,1,0,1
"29",4,1,0,1,1,1
"30",3,1,1,0,1,0
"31",1,0,0,0,1,0
"32",2,0,0,0,1,1
"33",3,0,1,1,0,1
"34",3,0,1,1,0,1
"35",2,1,0,0,1,0
"36",2,0,0,1,0,1
"37",2,0,0,1,1,0
"38",2,0,0,0,1,1
"39",3,1,0,0,1,1
"40",4,1,1,1,0,1
"41",1,1,0,0,0,0
"42",1,0,0,0,0,1
"43",4,1,1,0,1,1
"44",3,1,1,0,1,0
"45",3,1,0,0,1,1
"46",3,0,1,1,0,1
"47",1,0,0,0,0,1
"48",3,0,1,0,1,1
"49",3,1,1,1,0,0
"50",3,1,1,0,1,0
"51",2,0,1,0,1,0
"52",3,0,1,1,1,0
"53",2,0,1,1,0,0
"54",2,1,1,0,0,0
"55",2,1,1,0,0,0
"56",1,0,0,0,1,0
"57",0,0,0,0,0,0
"58",3,1,0,1,0,1
"59",2,1,0,0,0,1
"60",2,1,0,0,1,0
"61",3,1,1,1,0,0
"62",4,1,1,1,0,1
"63",2,0,0,0,1,1
"64",2,1,0,0,0,1
"65",1,0,1,0,0,0
"66",2,0,0,1,0,1
"67",2,1,0,1,0,0
"68",2,1,0,0,1,0
"69",5,1,1,1,1,1
"70",3,1,1,0,0,1
"71",1,0,0,0,1,0
"72",2,0,0,1,0,1
"73",1,0,0,0,0,1
"74",1,0,1,0,0,0
"75",2,0,0,1,0,1
"76",4,1,1,0,1,1
"77",1,0,0,1,0,0
"78",1,0,0,1,0,0
"79",2,0,0,1,0,1
"80",3,1,1,0,0,1
"81",2,0,0,0,1,1
"82",1,0,0,1,0,0
"83",3,1,1,0,1,0
"84",3,1,1,0,0,1
"85",4,1,1,0,1,1
"86",3,1,0,1,0,1
"87",4,0,1,1,1,1
"88",2,0,0,0,1,1
"89",2,1,0,0,0,1
"90",1,0,0,0,1,0
"91",2,0,0,1,0,1
"92",1,0,0,1,0,0
"93",1,1,0,0,0,0
"94",2,1,1,0,0,0
"95",3,0,0,1,1,1
"96",2,1,0,1,0,0
"97",2,0,0,1,1,0
"98",3,0,1,1,1,0
"99",1,0,1,0,0,0
"100",2,1,0,0,1,0
