"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",5,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
"2",6,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"3",5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"4",5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"5",5,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"6",8,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
"7",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"8",4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"9",4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"10",6,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"11",4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"12",3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"13",5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"14",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",7,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"16",4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"17",6,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"18",5,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"19",4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"20",4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"21",7,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"22",6,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"23",4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"24",7,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
"25",5,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
"26",4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"27",9,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"28",4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"29",6,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"30",7,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"31",7,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"32",6,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0
"33",4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"34",4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"35",7,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"36",3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"37",3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"38",4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"39",5,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"40",6,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
"41",7,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"42",4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"43",6,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"44",4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"45",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"46",3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"47",5,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
"48",4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"49",4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"50",4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"51",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"52",5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"53",7,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"54",6,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
"55",5,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"56",6,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0
"57",6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"58",6,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"59",5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"60",4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
"61",3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"62",3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"63",3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"64",6,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"65",8,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"66",7,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
"67",5,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"68",4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
