"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",6,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"3",5,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4",4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"5",6,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6",6,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"7",4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8",3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9",6,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"10",4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"11",6,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"12",5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"13",5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"14",4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"15",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",6,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"19",3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"20",6,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"21",4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"22",2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",8,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"24",4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",5,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"26",7,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"27",5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"28",6,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"29",6,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"30",5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"31",6,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"32",6,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"33",7,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"34",5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"35",4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"36",7,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"37",7,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"38",4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"39",3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"40",4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"41",3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"42",4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"43",6,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"44",3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"45",5,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46",6,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"47",4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"48",8,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
