"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,1,0,0,0
"2",2,0,0,1,0,1
"3",4,1,1,1,0,1
"4",2,0,1,1,0,0
"5",1,0,0,1,0,0
"6",2,1,0,0,0,1
"7",4,1,1,1,1,0
"8",3,0,1,1,1,0
"9",2,0,0,0,1,1
"10",5,1,1,1,1,1
"11",2,1,0,0,0,1
"12",4,1,0,1,1,1
"13",2,0,0,0,1,1
"14",1,0,0,1,0,0
"15",3,0,0,1,1,1
"16",3,1,1,0,1,0
"17",2,0,0,0,1,1
"18",2,0,1,0,1,0
"19",5,1,1,1,1,1
"20",3,1,1,0,0,1
"21",2,1,0,0,1,0
"22",2,0,1,1,0,0
"23",3,1,0,1,0,1
"24",4,1,1,0,1,1
"25",3,0,0,1,1,1
"26",3,1,0,0,1,1
"27",4,1,0,1,1,1
"28",4,1,1,1,0,1
"29",2,0,1,1,0,0
"30",2,0,0,1,1,0
"31",0,0,0,0,0,0
"32",2,0,1,0,0,1
"33",3,1,1,1,0,0
"34",3,1,0,0,1,1
"35",3,1,1,0,0,1
"36",1,0,1,0,0,0
"37",5,1,1,1,1,1
"38",3,1,0,0,1,1
"39",2,0,1,1,0,0
"40",3,1,1,0,1,0
"41",4,1,0,1,1,1
"42",1,0,0,0,0,1
"43",2,1,0,0,0,1
"44",4,1,1,0,1,1
"45",2,1,1,0,0,0
"46",4,1,1,0,1,1
"47",2,1,0,0,0,1
"48",3,0,1,0,1,1
"49",1,1,0,0,0,0
"50",2,0,0,1,1,0
"51",3,0,0,1,1,1
"52",3,1,1,0,0,1
"53",3,1,1,0,0,1
"54",2,0,1,0,1,0
"55",4,1,1,1,1,0
"56",2,0,0,0,1,1
"57",3,1,0,1,1,0
"58",1,0,0,0,1,0
"59",5,1,1,1,1,1
"60",3,1,1,0,1,0
"61",2,0,0,0,1,1
"62",1,0,0,1,0,0
"63",1,1,0,0,0,0
"64",1,0,0,1,0,0
"65",1,0,0,1,0,0
"66",1,0,0,0,1,0
"67",4,1,1,1,1,0
"68",3,1,1,1,0,0
"69",1,0,1,0,0,0
"70",2,0,1,0,1,0
"71",2,0,0,1,1,0
"72",1,1,0,0,0,0
"73",2,0,1,1,0,0
"74",2,0,1,1,0,0
"75",3,0,0,1,1,1
"76",2,1,1,0,0,0
"77",4,1,1,0,1,1
"78",3,1,0,0,1,1
"79",4,1,0,1,1,1
"80",3,1,1,0,1,0
"81",2,0,0,1,0,1
"82",4,1,1,1,1,0
"83",3,0,1,0,1,1
"84",3,1,1,1,0,0
"85",1,0,1,0,0,0
"86",4,1,1,1,1,0
"87",2,0,0,1,0,1
"88",2,1,0,0,0,1
"89",4,1,1,0,1,1
"90",3,1,0,1,0,1
"91",2,0,0,1,0,1
"92",3,0,1,0,1,1
"93",3,1,0,0,1,1
"94",2,0,1,0,0,1
"95",0,0,0,0,0,0
"96",4,1,1,0,1,1
"97",2,1,0,1,0,0
"98",3,1,0,0,1,1
"99",0,0,0,0,0,0
"100",4,1,1,0,1,1
