"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,0,0,0,0,1,1,1,0,1,0
"2",6,0,1,1,1,0,0,1,0,1,1
"3",5,1,0,1,1,1,0,0,0,0,1
"4",4,1,0,1,0,0,0,0,1,0,1
"5",3,1,0,1,0,0,0,1,0,0,0
"6",4,1,0,0,0,1,1,1,0,0,0
"7",1,0,0,0,0,1,0,0,0,0,0
"8",2,1,0,0,1,0,0,0,0,0,0
"9",4,0,1,1,0,0,0,1,0,1,0
"10",8,1,0,1,1,1,0,1,1,1,1
"11",4,0,0,0,0,1,0,1,1,1,0
"12",4,1,1,0,1,0,0,0,0,1,0
"13",5,1,1,0,1,1,0,0,0,0,1
"14",6,1,1,1,1,0,1,0,1,0,0
"15",5,1,1,0,0,1,0,0,1,0,1
"16",5,0,0,1,0,1,1,0,1,0,1
"17",6,1,1,0,0,0,0,1,1,1,1
"18",3,0,0,0,0,1,1,0,0,0,1
"19",4,0,0,1,1,0,0,1,0,0,1
"20",4,1,0,1,1,0,1,0,0,0,0
"21",5,1,0,1,1,1,0,0,0,0,1
"22",5,1,0,0,0,0,1,0,1,1,1
"23",5,1,0,0,0,0,1,0,1,1,1
"24",4,0,0,1,1,0,0,0,0,1,1
"25",8,1,1,1,1,1,1,1,1,0,0
"26",5,0,1,1,0,0,1,1,1,0,0
"27",4,0,1,0,0,1,0,1,0,1,0
"28",6,0,0,0,1,1,1,0,1,1,1
"29",7,0,1,1,1,1,0,1,1,1,0
"30",5,1,1,0,1,0,0,1,1,0,0
"31",4,0,1,1,1,0,0,0,0,0,1
"32",8,0,1,1,0,1,1,1,1,1,1
"33",6,0,1,0,1,1,0,1,1,0,1
"34",3,0,0,0,0,1,0,1,0,0,1
"35",6,1,0,1,0,1,1,0,0,1,1
"36",9,1,1,1,1,1,1,1,0,1,1
"37",5,0,1,0,1,0,1,0,1,1,0
"38",6,1,1,1,1,0,0,0,1,1,0
"39",5,0,1,0,1,1,0,1,0,1,0
"40",5,1,1,0,0,1,0,1,1,0,0
"41",5,0,1,1,0,1,0,1,0,0,1
"42",3,0,0,0,0,1,0,1,1,0,0
"43",7,1,1,1,0,1,0,1,0,1,1
"44",3,0,0,1,0,0,0,0,1,1,0
"45",6,0,1,1,1,0,1,1,1,0,0
"46",6,1,0,1,1,0,1,0,1,0,1
"47",5,1,0,1,1,0,0,1,0,1,0
"48",3,1,0,1,0,0,0,0,0,0,1
"49",5,0,0,1,0,1,0,1,1,1,0
"50",5,0,0,0,1,1,1,1,1,0,0
"51",6,1,1,0,0,1,0,1,1,1,0
"52",7,1,1,1,1,1,1,0,1,0,0
"53",6,0,1,1,1,1,1,0,1,0,0
"54",3,0,1,0,0,0,0,1,1,0,0
"55",3,0,0,1,0,0,0,1,0,0,1
"56",5,1,1,1,0,1,1,0,0,0,0
"57",5,0,0,0,1,1,0,1,1,1,0
"58",4,0,1,0,1,1,0,1,0,0,0
"59",8,0,1,0,1,1,1,1,1,1,1
"60",4,0,0,0,0,0,1,0,1,1,1
"61",4,1,0,0,1,0,0,0,0,1,1
"62",5,1,1,1,0,0,1,0,1,0,0
"63",5,1,0,0,1,0,0,1,0,1,1
"64",5,1,1,0,0,1,1,1,0,0,0
"65",6,1,0,0,1,0,0,1,1,1,1
"66",3,0,0,1,0,0,0,1,1,0,0
"67",4,1,0,0,1,1,1,0,0,0,0
"68",4,0,0,0,1,0,1,1,1,0,0
"69",6,1,0,1,1,1,0,0,1,1,0
"70",6,0,1,1,1,0,1,1,0,0,1
"71",4,0,0,0,0,0,1,1,0,1,1
"72",2,0,0,1,0,0,0,1,0,0,0
"73",5,0,1,1,0,0,0,1,1,0,1
"74",6,0,1,1,1,1,0,0,1,1,0
"75",5,1,0,0,0,1,1,0,1,0,1
"76",7,0,0,1,1,1,0,1,1,1,1
"77",7,1,0,1,1,1,0,1,0,1,1
"78",6,0,0,1,1,1,1,1,0,1,0
"79",5,1,0,0,0,0,1,1,1,0,1
"80",3,0,1,0,0,0,1,0,0,0,1
"81",5,0,1,0,1,1,1,0,1,0,0
"82",5,0,1,1,0,0,0,1,0,1,1
"83",4,1,0,1,1,0,0,0,0,0,1
"84",4,0,1,1,0,0,1,0,0,0,1
"85",5,1,0,1,1,0,0,0,0,1,1
"86",2,0,0,0,0,0,0,0,1,0,1
"87",7,1,1,0,0,1,1,0,1,1,1
"88",8,1,1,1,1,1,1,0,0,1,1
"89",6,0,1,1,1,1,0,0,1,0,1
"90",4,0,1,0,0,1,0,1,1,0,0
"91",6,0,1,1,1,0,1,1,1,0,0
"92",4,1,0,0,1,0,0,0,1,1,0
"93",6,1,0,1,0,1,0,1,1,0,1
"94",5,0,1,1,1,1,0,1,0,0,0
"95",4,0,1,0,0,1,0,1,0,0,1
"96",6,0,1,0,1,0,1,1,1,0,1
"97",6,1,0,0,1,1,1,0,1,0,1
"98",7,1,1,1,1,1,1,0,0,0,1
"99",8,1,1,1,1,1,1,1,0,1,0
"100",8,0,1,1,1,1,1,1,1,0,1
