"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2",5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"3",5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"4",4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"5",7,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"6",5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"7",7,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"8",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9",4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"10",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"11",4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12",6,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
"13",5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"14",5,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"15",5,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"16",4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"17",6,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"18",3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"19",6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"20",7,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"21",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"22",7,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"23",8,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"24",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"25",7,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"26",5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"27",5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"28",6,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0
"29",5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
"30",5,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"31",3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"32",3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"33",4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"34",4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"35",4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"36",7,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"37",4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"38",7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"39",6,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
"40",6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"41",6,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"42",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"43",6,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"44",6,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"45",5,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
"46",4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"47",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"48",6,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
"49",5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0
"50",4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"51",3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"52",4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"53",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"54",7,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
"55",6,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"56",8,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"57",6,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"58",6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"59",5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"60",4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"61",5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
"62",4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"63",3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"64",6,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"65",6,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
"66",5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"67",6,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
"68",3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"69",4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"70",5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"71",5,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"72",3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"73",6,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"74",5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"75",3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"76",6,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"77",3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"78",6,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0
"79",7,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"80",5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"81",4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"82",7,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"83",6,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
"84",5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"85",6,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
"86",4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"87",4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"88",8,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"89",6,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
"90",4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"91",4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"92",5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"93",5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"94",4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"95",4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"96",4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"97",7,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"98",7,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0
"99",4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"100",7,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
