"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"2",7,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
"3",7,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"4",4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"5",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"6",6,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"7",6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"8",7,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"9",3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"10",5,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"11",3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"12",5,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
"13",5,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"14",6,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"15",4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"16",7,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"17",3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"18",7,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
"19",7,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
"20",10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"21",5,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"22",6,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"23",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"24",6,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"25",6,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
"26",6,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"27",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"28",3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"29",3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"30",7,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"31",3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"32",4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"33",3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"34",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"35",5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"36",3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"37",5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"38",5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"39",4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"40",6,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"41",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"42",6,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"43",10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"44",5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
"45",6,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"46",8,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"47",4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"48",7,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"49",7,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
"50",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"51",6,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"52",4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"53",6,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
"54",5,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
"55",5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"56",3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"57",3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"58",4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"59",6,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
"60",7,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"61",7,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
"62",5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"63",8,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"64",6,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
"65",4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"66",4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"67",6,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
"68",3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"69",7,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
"70",6,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
"71",6,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"72",5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"73",6,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"74",5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"75",4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"76",4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"77",6,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
"78",3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"79",8,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"80",6,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
"81",5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"82",3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"83",5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"84",6,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
"85",7,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"86",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"87",5,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"88",6,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"89",4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"90",7,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"91",7,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"92",5,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"93",5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"94",5,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
"95",6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"96",7,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"97",6,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
"98",5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"99",6,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"100",5,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
