"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,1,1,1,0,0,1,1,0,0
"2",4,1,0,0,0,1,0,1,0,0,1
"3",6,0,1,1,0,0,1,0,1,1,1
"4",5,0,1,1,0,0,1,1,0,1,0
"5",6,0,1,1,0,1,1,1,1,0,0
"6",8,1,0,1,1,1,0,1,1,1,1
"7",4,1,0,0,1,1,0,0,0,1,0
"8",5,0,1,0,0,0,1,0,1,1,1
"9",6,1,0,1,1,0,0,0,1,1,1
"10",5,1,0,1,1,0,0,1,1,0,0
"11",4,1,0,1,1,0,1,0,0,0,0
"12",8,1,0,0,1,1,1,1,1,1,1
"13",4,0,1,0,0,0,1,1,1,0,0
"14",5,0,1,0,1,0,0,1,1,0,1
"15",7,1,0,0,1,1,0,1,1,1,1
"16",5,1,0,0,0,1,0,1,1,0,1
"17",5,1,1,0,1,0,1,0,1,0,0
"18",6,1,0,1,1,1,1,0,0,0,1
"19",4,0,0,1,1,0,1,0,0,0,1
"20",5,1,0,1,0,1,0,1,0,0,1
"21",3,0,0,1,0,0,0,0,1,1,0
"22",5,0,0,0,1,1,0,1,0,1,1
"23",4,1,0,0,0,0,0,1,0,1,1
"24",4,0,1,0,0,0,0,1,1,1,0
"25",1,0,0,0,0,0,1,0,0,0,0
"26",5,0,0,1,0,1,1,0,0,1,1
"27",3,1,0,1,0,1,0,0,0,0,0
"28",6,1,1,0,0,1,0,0,1,1,1
"29",7,0,1,1,1,1,0,1,0,1,1
"30",8,1,1,1,0,1,1,1,1,1,0
"31",5,0,0,0,1,1,1,1,1,0,0
"32",7,0,1,1,1,1,0,0,1,1,1
"33",4,0,0,1,1,0,0,1,0,0,1
"34",8,0,1,1,1,1,1,1,1,1,0
"35",4,0,1,0,1,1,0,0,0,1,0
"36",6,1,1,0,0,1,1,1,0,0,1
"37",5,0,0,1,0,0,1,1,1,0,1
"38",4,1,1,0,0,1,0,0,0,0,1
"39",6,1,0,0,1,1,1,1,1,0,0
"40",8,1,1,0,1,1,1,1,0,1,1
"41",4,1,0,0,0,0,1,0,0,1,1
"42",8,1,1,1,1,1,1,0,1,0,1
"43",5,0,0,1,1,1,1,0,0,0,1
"44",3,0,0,0,1,0,1,0,0,0,1
"45",5,1,1,1,0,0,0,1,0,0,1
"46",5,1,1,1,1,0,1,0,0,0,0
"47",7,1,1,0,0,1,1,1,1,0,1
"48",8,1,1,0,1,1,1,1,0,1,1
"49",5,1,1,1,0,0,1,0,0,1,0
"50",4,0,0,0,0,0,0,1,1,1,1
"51",4,1,0,1,0,0,1,0,1,0,0
"52",8,1,0,1,1,1,1,1,0,1,1
"53",7,1,1,0,1,1,0,1,0,1,1
"54",1,1,0,0,0,0,0,0,0,0,0
"55",7,1,1,0,0,1,1,0,1,1,1
"56",6,0,1,1,1,0,0,1,0,1,1
"57",6,0,0,1,1,0,0,1,1,1,1
"58",4,1,0,0,1,0,1,0,0,1,0
"59",6,1,0,1,1,0,0,1,1,1,0
"60",3,1,1,0,0,1,0,0,0,0,0
"61",8,1,1,0,0,1,1,1,1,1,1
"62",6,1,0,0,1,1,0,1,1,1,0
"63",6,1,0,1,1,1,0,0,1,0,1
"64",3,0,1,1,0,0,0,0,0,1,0
"65",4,1,0,0,1,0,1,1,0,0,0
"66",5,0,0,0,0,0,1,1,1,1,1
"67",7,1,1,1,0,0,1,1,0,1,1
"68",5,1,0,0,1,1,1,0,0,1,0
"69",6,0,1,0,1,0,1,1,1,1,0
"70",7,1,1,1,1,1,1,0,0,0,1
"71",5,1,0,0,1,1,1,0,0,0,1
"72",3,0,1,1,0,0,1,0,0,0,0
"73",5,1,1,1,1,0,0,1,0,0,0
"74",6,1,1,1,1,0,0,0,1,1,0
"75",6,0,1,1,1,1,0,1,0,1,0
"76",7,1,1,1,0,1,1,0,1,1,0
"77",5,1,1,0,0,1,0,0,0,1,1
"78",6,1,1,0,0,1,0,0,1,1,1
"79",8,0,1,1,1,1,0,1,1,1,1
"80",5,0,1,1,1,1,0,0,1,0,0
"81",8,1,1,1,1,1,0,1,1,1,0
"82",6,1,1,0,0,1,1,1,0,1,0
"83",7,1,0,1,1,1,1,1,0,0,1
"84",5,0,1,1,1,0,1,1,0,0,0
"85",7,1,1,0,0,1,1,1,1,0,1
"86",5,0,0,1,0,0,0,1,1,1,1
"87",5,1,0,1,0,1,0,1,1,0,0
"88",7,1,1,0,1,1,1,0,0,1,1
"89",6,0,0,1,1,1,1,1,0,0,1
"90",8,1,0,1,1,1,1,1,1,1,0
"91",6,1,1,1,1,0,0,1,0,0,1
"92",5,1,1,0,1,1,1,0,0,0,0
"93",2,0,0,0,0,0,0,1,0,0,1
"94",7,1,1,1,0,1,1,1,1,0,0
"95",7,0,1,1,0,1,0,1,1,1,1
"96",6,1,1,0,1,1,0,1,0,1,0
"97",5,0,0,1,0,1,1,0,1,1,0
"98",6,1,0,1,1,0,1,0,0,1,1
"99",8,0,1,1,1,1,1,1,0,1,1
"100",4,0,0,1,1,1,0,1,0,0,0
