"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,1,0,0,0,0
"2",2,0,1,0,0,1
"3",2,0,0,1,0,1
"4",5,1,1,1,1,1
"5",4,1,1,0,1,1
"6",3,1,0,1,0,1
"7",1,0,0,0,0,1
"8",3,1,1,0,0,1
"9",2,0,0,0,1,1
"10",2,0,0,1,0,1
"11",3,0,0,1,1,1
"12",3,1,1,0,0,1
"13",3,0,1,1,0,1
"14",1,0,1,0,0,0
"15",1,0,1,0,0,0
"16",2,1,0,1,0,0
"17",3,0,1,1,1,0
"18",2,0,0,1,1,0
"19",3,1,0,1,0,1
"20",2,0,1,1,0,0
"21",2,0,1,0,1,0
"22",4,1,1,1,1,0
"23",1,0,0,1,0,0
"24",3,0,1,1,1,0
"25",1,0,0,0,1,0
"26",2,0,1,1,0,0
"27",3,0,0,1,1,1
"28",1,1,0,0,0,0
"29",4,1,1,0,1,1
"30",3,1,0,1,1,0
"31",3,1,1,1,0,0
"32",2,1,1,0,0,0
"33",2,1,1,0,0,0
"34",2,1,1,0,0,0
"35",3,1,0,1,0,1
"36",1,0,0,0,0,1
"37",4,1,1,1,1,0
"38",0,0,0,0,0,0
"39",2,1,0,1,0,0
"40",2,0,0,1,0,1
"41",3,0,0,1,1,1
"42",3,0,1,1,1,0
"43",4,1,1,1,1,0
"44",4,1,0,1,1,1
"45",2,1,1,0,0,0
"46",3,1,1,0,0,1
"47",2,0,1,0,1,0
"48",4,1,1,1,0,1
"49",3,1,0,0,1,1
"50",3,1,1,0,1,0
"51",2,1,0,1,0,0
"52",1,0,1,0,0,0
"53",3,1,0,1,1,0
"54",3,0,1,1,1,0
"55",2,1,1,0,0,0
"56",2,1,0,1,0,0
"57",3,0,1,1,1,0
"58",1,0,0,1,0,0
"59",3,1,1,0,0,1
"60",4,1,1,0,1,1
"61",5,1,1,1,1,1
"62",1,1,0,0,0,0
"63",3,1,1,1,0,0
"64",2,1,0,0,1,0
"65",3,1,0,1,0,1
"66",1,0,0,0,1,0
"67",3,0,1,0,1,1
"68",1,0,0,1,0,0
"69",3,0,1,1,1,0
"70",2,0,1,1,0,0
"71",3,1,0,1,0,1
"72",1,0,1,0,0,0
"73",3,0,1,0,1,1
"74",2,0,1,0,1,0
"75",1,0,0,0,1,0
"76",1,1,0,0,0,0
"77",1,0,0,0,1,0
"78",4,1,0,1,1,1
"79",5,1,1,1,1,1
"80",1,0,1,0,0,0
"81",3,1,1,0,1,0
"82",3,0,0,1,1,1
"83",2,0,1,0,0,1
"84",4,1,0,1,1,1
"85",2,1,0,0,0,1
"86",1,0,1,0,0,0
"87",2,0,1,0,1,0
"88",2,0,1,1,0,0
"89",4,1,1,1,0,1
"90",1,0,0,0,0,1
"91",2,0,1,1,0,0
"92",2,0,1,0,1,0
"93",2,1,0,1,0,0
"94",5,1,1,1,1,1
"95",3,1,1,0,0,1
"96",2,0,0,1,0,1
"97",2,0,0,0,1,1
"98",2,1,1,0,0,0
"99",1,0,0,0,0,1
"100",2,0,0,0,1,1
