"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,0,0,1
"2",4,1,1,0,1,1
"3",2,0,1,1,0,0
"4",2,0,0,0,1,1
"5",0,0,0,0,0,0
"6",4,1,0,1,1,1
"7",5,1,1,1,1,1
"8",4,1,1,1,0,1
"9",4,1,0,1,1,1
"10",3,1,0,0,1,1
"11",4,1,0,1,1,1
"12",2,1,0,0,0,1
"13",2,0,0,1,0,1
"14",2,0,1,0,1,0
"15",3,1,0,1,1,0
"16",1,0,0,0,0,1
"17",3,1,0,1,1,0
"18",3,1,1,0,1,0
"19",3,1,1,1,0,0
"20",2,0,0,1,1,0
"21",3,0,1,1,0,1
"22",4,1,1,1,1,0
"23",2,0,0,0,1,1
"24",2,1,0,1,0,0
"25",2,1,1,0,0,0
"26",3,0,1,0,1,1
"27",1,0,0,1,0,0
"28",3,1,1,0,0,1
"29",2,0,0,1,0,1
"30",5,1,1,1,1,1
"31",3,1,1,0,1,0
"32",3,1,0,1,1,0
"33",3,0,0,1,1,1
"34",5,1,1,1,1,1
"35",2,0,0,1,1,0
"36",3,1,0,1,0,1
"37",5,1,1,1,1,1
"38",2,0,0,1,1,0
"39",4,1,1,1,0,1
"40",0,0,0,0,0,0
"41",1,0,1,0,0,0
"42",0,0,0,0,0,0
"43",3,1,0,1,1,0
"44",1,0,0,1,0,0
"45",3,1,1,0,0,1
"46",3,1,0,0,1,1
"47",3,0,0,1,1,1
"48",2,1,0,0,0,1
"49",3,0,0,1,1,1
"50",2,0,0,1,1,0
"51",2,1,0,0,1,0
"52",3,1,0,0,1,1
"53",4,1,1,0,1,1
"54",2,1,0,1,0,0
"55",4,1,1,1,0,1
"56",3,1,1,0,0,1
"57",2,1,0,0,1,0
"58",2,1,0,0,0,1
"59",2,1,1,0,0,0
"60",2,1,1,0,0,0
"61",2,1,0,1,0,0
"62",2,1,0,0,1,0
"63",3,0,1,1,1,0
"64",1,1,0,0,0,0
"65",3,0,0,1,1,1
"66",3,1,1,1,0,0
"67",2,0,1,0,0,1
"68",2,1,0,1,0,0
"69",4,0,1,1,1,1
"70",2,0,0,0,1,1
"71",1,0,0,0,1,0
"72",1,0,0,1,0,0
"73",2,1,0,1,0,0
"74",2,1,1,0,0,0
"75",2,0,0,1,1,0
"76",3,0,1,1,1,0
"77",1,0,0,0,0,1
"78",0,0,0,0,0,0
"79",2,1,1,0,0,0
"80",3,1,1,0,0,1
"81",3,1,1,0,0,1
"82",1,0,0,1,0,0
"83",3,0,1,0,1,1
"84",2,0,1,0,0,1
"85",3,1,1,0,0,1
"86",1,0,0,0,1,0
"87",4,0,1,1,1,1
"88",1,1,0,0,0,0
"89",2,0,0,0,1,1
"90",2,0,1,1,0,0
"91",2,1,0,1,0,0
"92",4,1,1,1,1,0
"93",3,0,1,1,0,1
"94",1,0,0,0,0,1
"95",2,0,1,0,0,1
"96",4,0,1,1,1,1
"97",1,0,0,1,0,0
"98",1,1,0,0,0,0
"99",2,1,0,0,1,0
"100",4,1,1,1,0,1
