"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"8",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"9",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"10",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"11",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"14",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"15",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"16",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"17",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"19",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"21",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"22",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"23",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"25",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"26",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"27",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"28",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"29",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"30",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"31",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"32",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"33",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"34",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"35",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"37",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"38",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"39",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"40",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"41",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"42",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"43",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"44",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"45",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"49",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"50",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"51",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"52",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"53",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"54",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"55",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"56",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"57",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"58",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"59",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"60",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"62",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"63",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"64",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"65",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"66",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"67",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"69",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"70",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"71",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"72",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"73",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"74",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"78",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"79",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"80",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"81",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"82",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"83",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"84",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"85",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"87",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"88",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"90",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"91",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"92",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"93",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"94",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"95",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"96",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"97",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"98",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"99",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"100",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
