"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,0,1
"2",1,1,0,0,0,0
"3",3,0,1,1,0,1
"4",2,0,0,1,0,1
"5",1,0,0,1,0,0
"6",2,0,1,0,1,0
"7",3,1,1,0,0,1
"8",3,0,1,0,1,1
"9",5,1,1,1,1,1
"10",1,0,0,0,1,0
"11",3,0,0,1,1,1
"12",3,0,1,1,1,0
"13",3,0,1,1,1,0
"14",3,0,1,1,1,0
"15",1,0,0,0,1,0
"16",2,0,1,0,1,0
"17",3,1,1,0,0,1
"18",2,1,0,0,0,1
"19",1,0,0,0,1,0
"20",3,0,0,1,1,1
"21",2,0,1,1,0,0
"22",5,1,1,1,1,1
"23",2,1,0,0,0,1
"24",4,1,1,1,0,1
"25",2,0,1,0,1,0
"26",2,0,0,1,1,0
"27",3,1,1,0,0,1
"28",3,0,0,1,1,1
"29",3,1,1,1,0,0
"30",2,1,0,0,1,0
"31",2,1,1,0,0,0
"32",2,1,0,1,0,0
"33",2,0,0,1,1,0
"34",3,1,1,0,1,0
"35",1,0,0,0,0,1
"36",2,1,0,0,0,1
"37",2,0,1,0,1,0
"38",5,1,1,1,1,1
"39",2,0,1,1,0,0
"40",0,0,0,0,0,0
"41",2,0,1,0,1,0
"42",1,0,0,1,0,0
"43",1,0,0,0,0,1
"44",3,1,0,0,1,1
"45",5,1,1,1,1,1
"46",3,0,0,1,1,1
"47",1,0,0,0,1,0
"48",1,0,0,0,1,0
"49",3,1,1,1,0,0
"50",2,1,0,0,1,0
"51",4,1,1,1,1,0
"52",3,1,1,1,0,0
"53",4,1,1,0,1,1
"54",4,1,1,1,0,1
"55",2,0,0,0,1,1
"56",2,0,0,1,0,1
"57",4,1,1,0,1,1
"58",4,1,1,1,0,1
"59",1,0,0,1,0,0
"60",1,0,0,0,1,0
"61",4,0,1,1,1,1
"62",2,0,1,1,0,0
"63",3,1,1,0,0,1
"64",3,0,1,0,1,1
"65",3,1,1,1,0,0
"66",2,1,1,0,0,0
"67",2,0,0,1,1,0
"68",3,1,0,1,0,1
"69",2,1,1,0,0,0
"70",2,1,0,0,1,0
"71",4,1,1,1,0,1
"72",3,0,1,0,1,1
"73",3,1,0,0,1,1
"74",3,0,1,0,1,1
"75",0,0,0,0,0,0
"76",2,0,1,1,0,0
"77",1,0,1,0,0,0
"78",4,1,0,1,1,1
"79",4,1,1,1,0,1
"80",1,0,0,0,0,1
"81",2,1,0,0,1,0
"82",3,1,0,0,1,1
"83",1,1,0,0,0,0
"84",4,1,1,1,0,1
"85",2,1,0,0,1,0
"86",1,1,0,0,0,0
"87",3,1,1,0,0,1
"88",1,0,1,0,0,0
"89",3,1,0,1,1,0
"90",1,0,0,0,1,0
"91",4,1,1,1,1,0
"92",1,0,0,0,1,0
"93",3,0,1,1,0,1
"94",3,0,1,1,0,1
"95",2,0,1,0,0,1
"96",4,0,1,1,1,1
"97",0,0,0,0,0,0
"98",2,0,1,0,0,1
"99",1,0,0,0,0,1
"100",1,0,0,0,1,0
