"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,1,0,1,0,0,1,1,1,0
"2",5,1,1,1,0,1,0,0,0,1,0
"3",6,0,1,0,0,1,1,0,1,1,1
"4",4,1,1,0,1,0,0,0,0,0,1
"5",7,0,0,1,1,1,1,1,1,1,0
"6",2,0,0,0,0,0,0,0,1,1,0
"7",8,1,1,1,1,0,1,1,0,1,1
"8",7,1,0,1,1,0,1,1,0,1,1
"9",7,1,1,0,1,0,1,1,0,1,1
"10",3,1,0,0,0,0,0,0,0,1,1
"11",6,0,1,0,1,1,1,0,1,0,1
"12",6,1,0,1,1,1,0,1,1,0,0
"13",3,1,0,1,0,0,0,0,0,0,1
"14",3,0,1,0,0,0,0,1,1,0,0
"15",7,0,1,1,1,1,0,1,0,1,1
"16",5,0,0,0,0,1,1,1,1,1,0
"17",4,0,1,1,0,0,0,0,0,1,1
"18",6,0,1,0,1,1,0,0,1,1,1
"19",6,1,0,0,1,1,1,0,1,0,1
"20",6,1,1,1,0,1,1,1,0,0,0
"21",4,0,0,1,1,0,0,1,0,0,1
"22",5,1,0,0,0,0,0,1,1,1,1
"23",5,0,1,0,1,0,0,1,1,0,1
"24",4,1,0,0,1,0,1,0,1,0,0
"25",8,1,1,0,1,1,0,1,1,1,1
"26",5,0,0,0,1,1,0,0,1,1,1
"27",8,1,1,1,0,1,1,1,1,0,1
"28",7,1,1,1,1,0,0,1,1,1,0
"29",4,0,1,1,0,1,0,0,0,1,0
"30",3,0,0,1,0,1,1,0,0,0,0
"31",4,0,0,1,0,0,0,1,1,1,0
"32",4,1,0,0,1,0,1,0,0,1,0
"33",3,1,0,0,1,0,0,0,0,0,1
"34",3,0,0,0,0,1,1,0,0,0,1
"35",6,1,1,0,1,0,0,0,1,1,1
"36",4,0,0,0,1,1,1,0,1,0,0
"37",5,0,0,0,0,1,1,1,1,0,1
"38",5,1,1,0,0,0,1,1,0,1,0
"39",8,1,1,0,1,1,1,1,1,0,1
"40",4,1,1,0,0,1,0,1,0,0,0
"41",4,1,0,1,0,1,0,0,0,0,1
"42",4,0,0,1,0,0,1,0,0,1,1
"43",7,1,1,0,1,1,1,1,1,0,0
"44",6,1,0,1,1,0,1,0,1,0,1
"45",4,1,0,0,1,0,0,0,0,1,1
"46",6,1,1,1,1,0,0,1,0,1,0
"47",5,1,1,0,0,1,0,1,0,0,1
"48",4,0,1,0,1,0,0,1,0,1,0
"49",5,1,1,0,1,0,0,1,0,0,1
"50",2,0,0,0,0,0,1,0,0,1,0
"51",6,1,1,1,1,0,0,0,0,1,1
"52",4,0,1,0,0,0,1,1,1,0,0
"53",4,1,1,0,0,0,1,1,0,0,0
"54",5,0,0,1,1,0,1,1,0,0,1
"55",1,0,0,0,0,0,0,1,0,0,0
"56",6,1,0,1,1,0,0,0,1,1,1
"57",6,0,0,1,0,0,1,1,1,1,1
"58",6,1,1,1,1,1,0,0,0,0,1
"59",5,0,0,1,1,1,1,0,0,1,0
"60",7,0,1,1,1,1,1,0,1,0,1
"61",6,0,0,0,1,1,0,1,1,1,1
"62",2,0,0,0,0,1,1,0,0,0,0
"63",4,0,0,0,0,0,1,1,1,1,0
"64",8,1,1,1,1,1,1,0,0,1,1
"65",2,0,0,0,1,0,0,0,1,0,0
"66",4,0,1,0,0,0,1,0,1,0,1
"67",5,0,1,1,1,1,0,0,1,0,0
"68",6,1,0,1,1,0,1,1,0,1,0
"69",3,1,0,0,0,1,1,0,0,0,0
"70",6,0,0,1,1,0,1,1,1,1,0
"71",4,0,1,1,0,1,0,0,0,1,0
"72",3,1,1,0,1,0,0,0,0,0,0
"73",6,0,1,0,0,1,1,1,1,0,1
"74",6,1,1,0,1,0,1,0,1,1,0
"75",7,1,1,0,1,1,0,1,1,1,0
"76",6,1,1,0,0,1,0,1,1,0,1
"77",4,0,0,0,1,0,0,0,1,1,1
"78",7,0,1,1,0,1,0,1,1,1,1
"79",5,0,0,0,1,1,0,1,0,1,1
"80",4,0,0,0,0,0,0,1,1,1,1
"81",4,1,0,0,0,0,1,1,0,1,0
"82",5,0,0,0,1,1,1,1,0,1,0
"83",6,1,1,0,1,0,1,1,0,1,0
"84",5,1,0,1,0,1,0,0,0,1,1
"85",3,0,0,0,1,0,0,1,1,0,0
"86",6,0,0,1,0,1,1,1,0,1,1
"87",6,1,1,1,1,1,0,1,0,0,0
"88",4,1,1,1,0,0,0,0,1,0,0
"89",6,0,1,1,0,1,1,0,0,1,1
"90",7,1,1,1,1,0,1,0,0,1,1
"91",4,1,0,0,1,0,0,0,1,0,1
"92",5,1,1,1,0,1,0,0,0,0,1
"93",2,0,0,0,0,0,1,0,1,0,0
"94",7,0,1,1,1,1,1,0,1,0,1
"95",5,0,0,1,0,1,1,0,1,1,0
"96",4,1,0,0,0,1,0,0,1,1,0
"97",2,0,0,0,1,0,0,0,1,0,0
"98",5,1,1,0,0,0,1,1,0,0,1
"99",3,0,0,1,0,0,0,0,0,1,1
"100",5,1,0,0,1,1,1,0,1,0,0
