"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",8,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
"2",13,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0
"3",12,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
"4",9,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
"5",9,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
"6",9,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
"7",6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
"8",14,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
"9",7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
"10",10,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0
"11",7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
"12",11,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1
"13",10,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1
"14",8,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
"15",11,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"16",7,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0
"17",10,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"18",11,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
"19",10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1
"20",9,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
"21",9,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
"22",11,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
"23",11,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0
"24",5,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"25",11,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
"26",10,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
"27",7,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"28",7,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
"29",9,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
"30",7,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
"31",11,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
"32",11,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0
"33",11,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1
"34",7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
"35",7,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
"36",10,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0
"37",11,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1
"38",10,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"39",6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
"40",11,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
"41",11,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1
"42",14,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0
"43",11,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
"44",11,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"45",11,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
"46",8,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1
"47",9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1
"48",13,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0
"49",11,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
"50",7,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"51",8,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"52",13,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0
"53",8,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
"54",10,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0
"55",10,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1
"56",10,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
"57",10,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1
"58",11,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
"59",12,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0
"60",11,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1
"61",11,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"62",11,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0
"63",8,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
"64",9,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1
"65",10,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1
"66",10,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1
"67",8,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0
"68",17,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"69",11,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1
"70",10,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
"71",14,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0
"72",7,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
"73",13,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1
"74",11,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0
"75",11,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0
"76",10,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
"77",12,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1
"78",12,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1
"79",11,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
"80",11,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
"81",11,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1
"82",11,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0
"83",13,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
"84",8,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0
"85",10,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1
"86",10,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1
"87",15,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1
"88",10,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1
"89",10,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
"90",7,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"91",6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"92",8,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0
"93",6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"94",11,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0
"95",10,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
