"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"4",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"5",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"9",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"14",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"15",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"17",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"18",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"19",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"21",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"22",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"23",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"24",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"25",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"26",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"27",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"28",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"29",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"30",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"31",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"32",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"33",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"34",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"36",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"37",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"39",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"40",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"41",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"42",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"44",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"45",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"46",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"47",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"48",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"49",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"50",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
