"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,0,1
"2",4,1,1,1,1,0
"3",2,1,1,0,0,0
"4",3,0,0,1,1,1
"5",4,1,1,0,1,1
"6",4,0,1,1,1,1
"7",4,1,1,1,0,1
"8",3,1,0,0,1,1
"9",3,1,0,1,0,1
"10",4,1,1,1,1,0
"11",3,1,0,0,1,1
"12",3,0,0,1,1,1
"13",2,1,0,1,0,0
"14",0,0,0,0,0,0
"15",2,1,1,0,0,0
"16",1,0,0,0,0,1
"17",2,1,1,0,0,0
"18",2,0,0,0,1,1
"19",3,1,0,1,1,0
"20",3,0,1,1,1,0
"21",1,0,0,0,1,0
"22",3,1,0,1,1,0
"23",1,0,0,0,1,0
"24",2,1,0,0,1,0
"25",2,0,0,1,1,0
"26",2,1,0,0,1,0
"27",4,1,0,1,1,1
"28",2,0,0,0,1,1
"29",2,0,1,1,0,0
"30",2,0,1,0,1,0
"31",2,1,1,0,0,0
"32",2,1,1,0,0,0
"33",4,1,1,1,1,0
"34",4,1,1,1,0,1
"35",3,1,1,1,0,0
"36",2,0,0,1,1,0
"37",5,1,1,1,1,1
"38",2,0,1,0,0,1
"39",2,1,0,0,1,0
"40",2,0,0,0,1,1
"41",2,0,0,1,0,1
"42",4,0,1,1,1,1
"43",4,0,1,1,1,1
"44",4,1,1,0,1,1
"45",3,1,0,1,0,1
"46",2,0,1,0,0,1
"47",1,0,0,1,0,0
"48",3,1,0,0,1,1
"49",3,1,0,1,0,1
"50",4,0,1,1,1,1
"51",3,1,0,1,0,1
"52",3,1,1,0,1,0
"53",3,1,1,1,0,0
"54",2,0,0,1,0,1
"55",1,0,0,1,0,0
"56",1,0,1,0,0,0
"57",5,1,1,1,1,1
"58",2,0,0,1,0,1
"59",2,1,0,0,1,0
"60",2,1,0,1,0,0
"61",0,0,0,0,0,0
"62",5,1,1,1,1,1
"63",3,1,0,1,1,0
"64",4,1,0,1,1,1
"65",3,1,1,1,0,0
"66",2,0,1,1,0,0
"67",3,1,1,0,1,0
"68",2,0,0,1,0,1
"69",2,1,0,0,1,0
"70",3,1,0,1,0,1
"71",4,0,1,1,1,1
"72",4,1,0,1,1,1
"73",4,0,1,1,1,1
"74",5,1,1,1,1,1
"75",1,0,0,0,1,0
"76",4,1,1,0,1,1
"77",1,0,0,0,0,1
"78",1,0,0,0,0,1
"79",3,1,0,0,1,1
"80",4,0,1,1,1,1
"81",3,0,1,0,1,1
"82",4,1,0,1,1,1
"83",2,0,0,1,0,1
"84",2,0,1,1,0,0
"85",3,0,1,1,1,0
"86",2,0,0,0,1,1
"87",3,1,0,1,1,0
"88",2,0,0,0,1,1
"89",4,1,1,0,1,1
"90",4,1,1,1,1,0
"91",2,1,1,0,0,0
"92",3,0,0,1,1,1
"93",2,0,1,0,0,1
"94",2,1,0,0,0,1
"95",4,1,0,1,1,1
"96",3,1,1,0,0,1
"97",2,0,1,0,0,1
"98",4,1,1,0,1,1
"99",2,0,1,0,1,0
"100",3,0,1,0,1,1
